WPS,WVS,WER,CER,BertScore,SemanticSimilarity
0.9997876031695158,1.0,0.08333333333333333,0.015151515151515152,0.966645359992981,0.762573778629303
0.9819698173939313,0.9822062411160974,0.14285714285714285,0.10126582278481013,0.9653512239456177,0.9566096067428589
1.0,1.0,0.0,0.0,0.9999999403953552,1.0000001192092896
0.953125,0.953125,0.07142857142857142,0.043478260869565216,0.9870396256446838,0.9777601957321167
1.0,1.0,0.0,0.0,0.9999998211860657,1.000000238418579
0.9848679322615608,0.9846859105174565,0.07142857142857142,0.014084507042253521,0.9804155826568604,0.857970118522644
0.9142857142857143,0.9274152272830094,0.2,0.0625,0.9392176270484924,0.8737748265266418
1.0,1.0,0.07142857142857142,0.0125,0.9758400917053223,0.7651175856590271
0.9846153846153847,0.9846153846153847,0.07142857142857142,0.04225352112676056,0.9830456376075745,0.9419760704040527
1.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,1.000000238418579,0.9999999403953552
0.9859154929577465,0.9859154929577465,0.125,0.012195121951219513,0.9907706379890442,0.9954503774642944
0.9333333333333333,0.9333333333333333,0.07692307692307693,0.07575757575757576,0.9842473864555359,0.9794254899024963
1.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.9999999403953552,1.0000001192092896
1.0,1.0,0.0,0.0,0.9999998211860657,1.0000001192092896
1.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.9999998807907104,1.0000001192092896
0.9807692307692307,0.9807692307692307,0.07692307692307693,0.03076923076923077,0.9804931879043579,0.7909311056137085
1.0,1.0,0.0,0.0,0.9999999403953552,1.0
0.9344262295081968,0.9344262295081968,0.07142857142857142,0.05555555555555555,0.9723883271217346,0.9670283794403076
0.9305555555555556,0.9305555555555556,0.14285714285714285,0.0684931506849315,0.9716973304748535,0.9775328040122986
0.935483870967742,0.935483870967742,0.09090909090909091,0.056338028169014086,0.9818421602249146,0.9815851449966431
0.98,0.98,0.1,0.016129032258064516,0.9938695430755615,0.9531241655349731
1.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,1.0,1.0000001192092896
0.9830508474576272,0.9830508474576272,0.06666666666666667,0.014285714285714285,0.9826779365539551,0.9864810705184937
0.9464285714285714,0.9464285714285714,0.07692307692307693,0.05970149253731343,0.9788318276405334,0.9636907577514648
1.0,1.0,0.0,0.0,0.9999999403953552,1.0
0.9985253297698689,0.9973275984924006,0.1,0.04918032786885246,0.9897651672363281,0.9743996262550354
1.0,1.0,0.0,0.0,0.9999998211860657,1.0
1.0,1.0,0.0,0.0,1.0000001192092896,1.0
0.9827586206896551,0.9827586206896551,0.07142857142857142,0.028985507246376812,0.9492786526679993,0.7614321708679199
0.9997838103689715,1.0,0.08333333333333333,0.015625,0.9823867678642273,0.8619265556335449
0.9411764705882353,0.9411764705882353,0.09090909090909091,0.05084745762711865,0.984675407409668,0.9882206916809082
1.0,1.0,0.0,0.0,1.0,1.0000001192092896
1.0,1.0,0.0,0.0,0.9999998807907104,1.0000001192092896
1.0,1.0,0.0,0.0,0.9999999403953552,1.0
1.0,1.0,0.1111111111111111,0.061224489795918366,0.9500632882118225,0.45922794938087463
1.0,0.9982405632567535,0.1111111111111111,0.037037037037037035,0.999448299407959,0.9601249098777771
1.0,1.0,0.0,0.0,1.000000238418579,1.0
0.9130434782608696,0.9130434782608696,0.1,0.07547169811320754,0.9682053327560425,0.9760931730270386
0.9988016591747396,1.0,0.08333333333333333,0.046875,0.9789434671401978,0.7485799193382263
1.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,1.0,1.0000001192092896
1.0,1.0,0.0,0.0,0.9999998807907104,1.0
1.0,1.0,0.0,0.0,1.0,1.0000001192092896
0.9069767441860466,0.9069767441860466,0.1111111111111111,0.08333333333333333,0.9803050756454468,0.970356285572052
1.0,1.0,0.0,0.0,0.9999998807907104,1.0000001192092896
0.9019607843137255,0.9019607843137255,0.2222222222222222,0.08620689655172414,0.898727297782898,0.8233962059020996
1.0,1.0,0.0,0.0,0.9999998807907104,1.0
0.9996094638923355,1.0,0.125,0.029411764705882353,0.9713466167449951,0.7002199292182922
0.9433962264150944,0.9433962264150944,0.09090909090909091,0.07692307692307693,0.9762586355209351,0.9969388246536255
0.9189189189189189,0.9189189189189189,0.125,0.09090909090909091,0.965678870677948,0.9834545850753784
1.0,1.0,0.0,0.0,0.9999999403953552,1.0
0.9993164292723185,0.9984523547908929,0.08333333333333333,0.018867924528301886,0.9798714518547058,0.806583046913147
0.9328620026801131,0.9330562040233535,0.1,0.05555555555555555,0.9367240071296692,0.8521225452423096
1.0,1.0,0.0,0.0,1.000000238418579,1.0
1.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.9999999403953552
0.9285714285714286,0.9285714285714286,0.07142857142857142,0.0625,0.9814091324806213,0.9529049396514893
1.0,1.0,0.0,0.0,0.9999999403953552,1.0
1.0,1.0,0.0,0.0,1.0000001192092896,1.0000001192092896
1.0,1.0,0.0,0.0,1.0000001192092896,1.0000001192092896
0.9047619047619048,0.9047619047619048,0.08333333333333333,0.07692307692307693,0.9852727651596069,0.8210344314575195
0.9769931337353394,0.9767097854942894,0.3,0.08928571428571429,0.9123041033744812,0.46381768584251404
1.0,1.0,0.0,0.0,0.9999999403953552,1.0
1.0,1.0,0.0,0.0,1.000000238418579,1.0
1.0,1.0,0.0,0.0,1.0000001192092896,1.0000001192092896
1.0,1.0,0.0,0.0,0.9999997019767761,1.0
