ViPS,WER,CER,BertScore,SemanticSimilarity
0.8943076780900888,0.29411764705882354,0.22988505747126436,0.9282838106155396,0.921215295791626
0.7860574605040026,0.45454545454545453,0.391304347826087,0.8984638452529907,0.3892804682254791
0.9534178499570284,0.16666666666666666,0.12359550561797752,0.9285344481468201,0.8987683057785034
0.9760585994423353,0.125,0.03,0.9345511198043823,0.6727945804595947
0.8193125710695606,0.75,0.5535714285714286,0.8998094797134399,0.45673108100891113
0.9828694350552761,0.07692307692307693,0.03937007874015748,0.9646056294441223,0.9288598299026489
0.990507813567401,0.037037037037037035,0.031007751937984496,0.9768766164779663,0.9582215547561646
0.9824721619009765,0.13333333333333333,0.045454545454545456,0.9358823895454407,0.779348611831665
0.8461385628111607,0.375,0.29473684210526313,0.9082117080688477,0.7420474290847778
1.0,0.0,0.0,1.0000001192092896,1.0
1.0,0.0,0.0,1.0,1.0
0.912195923414187,0.29411764705882354,0.1935483870967742,0.929016649723053,0.6269128322601318
0.8324838016679319,0.35,0.23711340206185566,0.9308083653450012,0.829237699508667
0.9882692066937181,0.058823529411764705,0.02247191011235955,0.9855990409851074,0.9627977609634399
0.998574924333427,0.0625,0.023809523809523808,0.9744434356689453,0.9529263973236084
0.9821538534697467,0.09523809523809523,0.06,0.9713079333305359,0.9460033178329468
0.8415989457275468,0.46153846153846156,0.3815789473684211,0.8683785200119019,0.49205493927001953
0.9520109505927873,0.3333333333333333,0.14634146341463414,0.9136613011360168,0.5871499180793762
0.927155757142064,0.3333333333333333,0.08860759493670886,0.8957361578941345,0.5487364530563354
0.9770896123918128,0.04,0.06896551724137931,0.9780946373939514,0.684777557849884
0.916769733336732,0.5263157894736842,0.29896907216494845,0.8763120174407959,0.3533211946487427
0.9696969696969697,0.1,0.028985507246376812,0.9953684210777283,0.9977052807807922
0.9402985074626866,0.06666666666666667,0.0547945205479452,0.9809303879737854,0.9891956448554993
1.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0000001192092896,0.9999999403953552
1.0,0.0,0.0,0.9999999403953552,1.0
0.9483794133909894,0.1111111111111111,0.09473684210526316,0.9653944969177246,0.8904157280921936
0.926886550241232,0.23076923076923078,0.08235294117647059,0.920638918876648,0.43747925758361816
0.9411764705882353,0.1,0.05504587155963303,0.9869713187217712,0.981823205947876
0.8998846934637315,0.21052631578947367,0.08421052631578947,0.9476157426834106,0.8833001852035522
0.8054979191608236,0.5263157894736842,0.36633663366336633,0.88176029920578,0.4799560010433197
0.8689048546552179,0.2777777777777778,0.20618556701030927,0.9355947971343994,0.5400826334953308
1.0,0.0,0.0,1.0,1.0000001192092896
0.884592600385668,0.3157894736842105,0.2222222222222222,0.9217025637626648,0.7387929558753967
0.979102783735619,0.11764705882352941,0.056818181818181816,0.9372519850730896,0.6449333429336548
0.9954151926756422,0.08695652173913043,0.035398230088495575,0.9679515957832336,0.9537216424942017
0.862143118658571,0.4090909090909091,0.18333333333333332,0.9213590621948242,0.7682376503944397
0.9414236313794198,0.26666666666666666,0.14285714285714285,0.8968469500541687,0.7002125978469849
0.9265550492501557,0.15,0.10714285714285714,0.9498223066329956,0.9202674031257629
0.9241565645151206,0.26666666666666666,0.14102564102564102,0.939399242401123,0.8976017832756042
0.9846296930655689,0.045454545454545456,0.05,0.9805081486701965,0.5470833778381348
0.9985682204952183,0.06666666666666667,0.024096385542168676,0.9678361415863037,0.6883394718170166
0.9432508942572497,0.25,0.10126582278481013,0.930499792098999,0.5792519450187683
0.9742104443918145,0.26666666666666666,0.11,0.9539797306060791,0.8702466487884521
0.9892719274921775,0.04,0.036036036036036036,0.9703839421272278,0.6243876218795776
0.750195157694914,0.7058823529411765,0.41,0.8698198795318604,0.35450178384780884
1.0,0.0,0.0,1.0,1.0
0.8371077874913773,0.375,0.2872340425531915,0.928274929523468,0.6694363355636597
0.9529544172403617,0.2608695652173913,0.12389380530973451,0.9521871209144592,0.8613134026527405
0.9632125318620055,0.14285714285714285,0.08,0.9740835428237915,0.9477521777153015
0.7335022436324761,0.6153846153846154,0.475,0.8635908365249634,0.5460901856422424
0.9509284132709939,0.3076923076923077,0.10989010989010989,0.9367154836654663,0.8841511607170105
0.9846603517851782,0.15,0.05357142857142857,0.9617107510566711,0.947059690952301
0.8837047286644223,0.47058823529411764,0.2545454545454545,0.8804007768630981,0.5811112523078918
0.7859545492908113,0.6818181818181818,0.4722222222222222,0.8638050556182861,0.5082287788391113
0.9979662450712053,0.11764705882352941,0.024390243902439025,0.9945363998413086,0.9714347124099731
0.9822093778700907,0.13333333333333333,0.06329113924050633,0.9694580435752869,0.7173523306846619
0.9668557719384695,0.05263157894736842,0.05357142857142857,0.9769594669342041,0.977630615234375
0.9881561006406357,0.04,0.017543859649122806,0.9886791706085205,0.8986151814460754
0.9534883720930233,0.05,0.042105263157894736,0.9852665662765503,0.9942241311073303
0.9973466853933171,0.047619047619047616,0.030612244897959183,0.9871238470077515,0.8251785039901733
0.8626881809573127,0.3888888888888889,0.25510204081632654,0.9223417043685913,0.8195347785949707
1.0,0.0,0.0,1.0,1.0000001192092896
0.8354552971904139,0.5,0.20987654320987653,0.9146470427513123,0.39989739656448364
0.968413074982369,0.05555555555555555,0.07608695652173914,0.9496704339981079,0.8247330188751221
0.9725505631184256,0.15,0.07920792079207921,0.9592446088790894,0.8945048451423645
0.8541308827332255,0.6470588235294118,0.367816091954023,0.8774062991142273,0.5840603709220886
0.9213158668687617,0.2222222222222222,0.14285714285714285,0.9630123972892761,0.9513368010520935
1.0,0.0,0.0,1.0000001192092896,1.0000001192092896
0.9101123595505618,0.09523809523809523,0.09523809523809523,0.9773793816566467,0.9959126710891724
0.9478162196480503,0.4166666666666667,0.2857142857142857,0.890180230140686,0.6466831564903259
0.9726027397260274,0.13333333333333333,0.024096385542168676,0.9638618230819702,0.9529842734336853
