ViPS,WER,CER,BertScore,SemanticSimilarity
0.9136628921895003,0.35294117647058826,0.22988505747126436,0.9212619662284851,0.910370945930481
0.9478222406685731,0.18181818181818182,0.11304347826086956,0.9301272034645081,0.7236204743385315
0.9534178499570284,0.16666666666666666,0.12359550561797752,0.9285345673561096,0.8987683057785034
0.965459823240868,0.125,0.04,0.9524641036987305,0.9236667156219482
0.8705703437134371,0.4166666666666667,0.32142857142857145,0.8874919414520264,0.4911862015724182
0.9907990307332946,0.038461538461538464,0.023622047244094488,0.97142493724823,0.8900309801101685
0.990507813567401,0.037037037037037035,0.031007751937984496,0.9768766164779663,0.9582215547561646
0.9996323390088913,0.06666666666666667,0.011363636363636364,0.9732956886291504,0.838397741317749
0.8760386122135935,0.4375,0.25263157894736843,0.9132882952690125,0.6183241605758667
0.9885461861037604,0.047619047619047616,0.037037037037037035,0.9775375723838806,0.9503165483474731
1.0,0.0,0.0,1.0,1.0
0.9546236407822888,0.23529411764705882,0.13978494623655913,0.9413096308708191,0.6608985066413879
0.8448791540864418,0.2,0.17525773195876287,0.9603684544563293,0.9701305627822876
1.0,0.0,0.0,1.0,1.0
0.9839259794748167,0.25,0.05952380952380952,0.9563537836074829,0.7410696744918823
0.9821538534697467,0.09523809523809523,0.06,0.9713079333305359,0.9460033178329468
0.824328146018858,0.5384615384615384,0.3157894736842105,0.8736730217933655,0.7282820343971252
0.9614754817194435,0.26666666666666666,0.0975609756097561,0.9252989888191223,0.6530380845069885
0.9520834203186445,0.3333333333333333,0.17721518987341772,0.9031174778938293,0.5973169207572937
0.9770896123918128,0.04,0.06896551724137931,0.9780946373939514,0.6847774982452393
0.9151570346803181,0.47368421052631576,0.27835051546391754,0.8974788784980774,0.24436093866825104
0.90625,0.2,0.10144927536231885,0.9702559113502502,0.7868728637695312
0.9402985074626866,0.06666666666666667,0.0547945205479452,0.9809304475784302,0.9891956448554993
0.9647058823529412,0.05555555555555555,0.021052631578947368,0.9840767979621887,0.9773980379104614
1.0,0.0,0.0,1.0000001192092896,1.0
1.0,0.0,0.0,0.9999999403953552,1.0
0.9690772664157357,0.2222222222222222,0.11578947368421053,0.9364616274833679,0.8744611740112305
1.0,0.0,0.0,1.000000238418579,1.0000001192092896
0.9888439623146117,0.1,0.045871559633027525,0.9692202806472778,0.8030118346214294
0.9373963740503924,0.15789473684210525,0.08421052631578947,0.960948646068573,0.934785008430481
0.7414315703998848,0.5789473684210527,0.2871287128712871,0.902185320854187,0.5113154053688049
0.8855502912419935,0.2777777777777778,0.21649484536082475,0.933355450630188,0.5111197233200073
1.0,0.0,0.0,1.0,1.0000001192092896
0.9151369073153224,0.21052631578947367,0.15555555555555556,0.9368001818656921,0.8033567070960999
0.9803564072173272,0.058823529411764705,0.056818181818181816,0.9702169895172119,0.7319768667221069
0.9992768708758708,0.043478260869565216,0.017699115044247787,0.975028932094574,0.9657227993011475
0.9751994469296374,0.13636363636363635,0.06666666666666667,0.9544805884361267,0.9544450044631958
1.0,0.0,0.0,0.9999999403953552,1.0
0.9404848394554456,0.15,0.10714285714285714,0.9615370035171509,0.8740960955619812
0.8952959175177714,0.26666666666666666,0.14102564102564102,0.9267081618309021,0.9355851411819458
0.9867276987481364,0.045454545454545456,0.04,0.9754383563995361,0.6649786233901978
1.0,0.0,0.0,0.9999998807907104,1.0000001192092896
0.9585071149833716,0.125,0.05063291139240506,0.9568482041358948,0.5801924467086792
0.9996327282108182,0.06666666666666667,0.01,0.9943291544914246,0.9883543252944946
0.9892719274921775,0.04,0.036036036036036036,0.9703839421272278,0.6243876218795776
0.8730469652991577,0.5882352941176471,0.26,0.8902848362922668,0.45724546909332275
1.0,0.0,0.0,1.0,1.0
0.9706157750894231,0.1875,0.09574468085106383,0.9734387397766113,0.9352709054946899
0.9552908362853749,0.21739130434782608,0.07964601769911504,0.9653276801109314,0.8864066004753113
0.950747759212549,0.21428571428571427,0.08,0.9536921977996826,0.9513855576515198
0.7976272485776551,0.6153846153846154,0.4125,0.8849046230316162,0.4950404167175293
0.9721439330056159,0.23076923076923078,0.0989010989010989,0.9507808685302734,0.9358422160148621
