Word,Dist,Accuracy,Phoneme_Correct,Phoneme_Correct_Percentage,Levenshtein,MaFI,std_viseme_score_avg,std_phonetic_score_avg,vips_score,phonological_distance_avg,mafi_score_avg,word_error_rate_avg,character_error_rate_avg,word_similarity_avg,meteor_score_avg,rouge1_score_avg,rouge2_score_avg,rougeL_score_avg,sentence_bleu_score_avg,bertscore_precision_avg,bertscore_recall_avg,bertscore_f1_avg,semantic_similarity_avg,semantic_wer_avg
adherence,1.26846590909091,0.0909090909090909,3.45454545454545,0.431818181818182,5.45454545454545,-1.26846590909091,0.363636363636364,0.702922077922078,0.818523652029546,1.27059659090909,-1.27059659090909,0.909090909090909,0.686868686868687,0.436253289194466,0.0454545454545455,0.0909090909090909,0,0.0909090909090909,0.0161661764548993,0.92442958463322,0.964146353981712,0.943002288991755,0.232303772460331,0.767696227539669
admit,1.42505208333333,0,1.5,0.3,5.1,-1.42505208333333,0.433809523809524,0.655178571428572,0.790993069311637,1.36996279761905,-1.36996279761905,1,1.02,0.277623487623488,0,0,0,0,0,0.915441620349884,0.957219052314758,0.935025542974472,0.221678032726049,0.778321967273951
adopt,0.91875,0.2,2.7,0.54,3.1,-0.91875,0.59,0.681666666666667,0.743881832546783,0.932678571428572,-0.932678571428572,0.8,0.68,0.451021756021756,0.1,0.2,0,0.2,0.0355655882007785,0.953254443407059,0.97665393948555,0.964115303754807,0.353498582541943,0.646501417458057
advise,0.926041666666667,0,2.1,0.35,4.2,-0.926041666666667,0.453333333333333,0.639444444444444,0.734570981502121,0.938541666666667,-0.938541666666667,1,0.833333333333333,0.327272727272727,0,0,0,0,0,0.962060278654099,0.977162402868271,0.968982225656509,0.370209917426109,0.629790082573891
afford,0.383571428571429,0.5,4.1,0.82,1.4,-0.383571428571429,0.777142857142857,0.854285714285714,0.880474853955191,0.39171875,-0.39171875,0.5,0.283333333333333,0.794761904761905,0.25,0.5,0,0.5,0.0889139705019462,0.963255482912064,0.987499314546585,0.974540489912033,0.63306081444025,0.36693918555975
afraid,0.502840909090909,0.545454545454545,4.36363636363636,0.727272727272727,1.81818181818182,-0.502840909090909,0.748484848484848,0.836868686868687,0.890782304439766,0.53219696969697,-0.53219696969697,0.454545454545455,0.333333333333333,0.759129759129759,0.272727272727273,0.545454545454545,0,0.545454545454545,0.0969970587293958,0.961506469683214,0.977457843043587,0.9690587032925,0.665056074207479,0.334943925792521
after,1.24303571428571,0.1,1.9,0.38,3.7,-1.24303571428571,0.336666666666667,0.566944444444445,0.772746079823676,1.32282738095238,-1.32282738095238,0.9,0.74,0.466223776223776,0.05,0.1,0,0.1,0.0177827941003892,0.997881513834,0.997881513834,0.997881513834,0.333803029358387,0.666196970641613
afternoon,1.01529017857143,0.3,4.5,0.5625,4.2,-1.01529017857143,0.528571428571429,0.683928571428571,0.769751903130737,0.992063492063492,-0.992063492063492,1,0.477777777777778,0.571241830065359,0.15,0.3,0,0.3,0.0355655882007785,0.865184354782105,0.927806252241135,0.894179791212082,0.492923028767109,0.507076971232891
again,0.871354166666667,0.4,2.8,0.7,2.6,-0.871354166666667,0.57,0.761319444444444,0.837540172649778,0.869270833333333,-0.869270833333333,0.6,0.62,0.565314685314685,0.2,0.4,0,0.4,0.0711311764015569,0.999167460203171,0.999167460203171,0.999167460203171,0.521265594661236,0.478734405338764
against,1.31145833333333,0.1,2.5,0.416666666666667,5.3,-1.31145833333333,0.333333333333333,0.534027777777778,0.659348769876223,1.19360119047619,-1.19360119047619,0.9,0.714285714285714,0.39957375957376,0.05,0.1,0,0.1,0.0177827941003892,0.940609300136566,0.977502226829529,0.957737571001053,0.357593144476414,0.642406855523586
ago,0.840724206349206,0.142857142857143,2.61904761904762,0.654761904761905,2,-0.840724206349206,0.523015873015873,0.61058201058201,0.756385603235468,0.872371031746032,-0.872371031746032,0.952380952380952,0.857142857142857,0.538397581254724,0.0714285714285714,0.142857142857143,0,0.142857142857143,0.0254039915719846,0.970930031367711,0.981147275084541,0.975642173063187,0.3560585635049,0.6439414364951
air,0.990625,0.2,1,0.5,2.1,-0.990625,0.4,0.665277777777778,0.760493675413457,1.15104166666667,-1.15104166666667,0.8,0.8,0.458333333333333,0.1,0.2,0,0.2,0.0355655882007785,0.998928022384644,0.998928022384644,0.998928022384644,0.448680448532105,0.551319551467896
airflow,0.776339285714286,0.5,4,0.666666666666667,2.7,-0.776339285714286,0.634285714285714,0.757738095238095,0.846920787974997,0.813839285714286,-0.813839285714286,0.5,0.457142857142857,0.707912087912088,0.25,0.5,0,0.5,0.0889139705019462,0.999136078357697,0.999136078357697,0.999136078357697,0.569590313732624,0.430409686267376
airplane,1.20491071428571,0.25,3.35,0.478571428571429,4.5,-1.20491071428571,0.479761904761905,0.65094246031746,0.795657092210728,1.203125,-1.203125,0.75,0.58125,0.481891148067619,0.125,0.25,0,0.25,0.0444569852509731,0.928950393199921,0.965794515609741,0.946170243620873,0.413536613807082,0.586463386192918
airport,0.930844907407408,0.277777777777778,3.66666666666667,0.611111111111111,3.44444444444444,-0.930844907407408,0.469907407407408,0.700286596119929,0.788227968411767,0.963955026455026,-0.963955026455026,0.722222222222222,0.531746031746032,0.537606837606838,0.138888888888889,0.277777777777778,0,0.277777777777778,0.049396650278859,0.942812081840303,0.969972497887082,0.955603281656901,0.432491461435954,0.567508538564046
airtight,1.46949404761905,0,2.2,0.366666666666667,5.5,-1.46949404761905,0.18702380952381,0.551150793650794,0.72921566138353,1.59427083333333,-1.59427083333333,1,0.875,0.291260683760684,0,0,0,0,0,0.797733306884766,0.802691060304642,0.799631142616272,0.203724063932896,0.796275936067104
alcohol,1.61537698412698,0,3.7,0.528571428571429,6,-1.61537698412698,0.2,0.452380952380952,0.60091252459389,1.58164682539683,-1.58164682539683,1,0.814285714285714,0.388648018648019,0,0,0,0,0,0.943058967590332,0.973819255828857,0.957448065280914,0.241878081858158,0.758121918141842
algebra,1.50644841269841,0.1,2.7,0.3,7.2,-1.50644841269841,0.236507936507936,0.510780423280423,0.663904791042161,1.49880952380952,-1.49880952380952,0.9,0.842857142857143,0.352069597069597,0.05,0.1,0,0.1,0.0177827941003892,0.942332655191422,0.971093636751175,0.955824595689774,0.279338644444943,0.720661355555058
alien,1.44570932539683,0.1,2.1,0.35,4.7,-1.44570932539683,0.31375,0.586458333333333,0.794232338128841,1.36991567460317,-1.36991567460317,0.9,0.88,0.42227355977356,0.05,0.1,0,0.1,0.0177827941003892,0.953503575921059,0.978058421611786,0.964837411046028,0.325731348991394,0.674268651008606
alive,0.218392857142857,0.8,4.4,0.88,0.8,-0.218392857142857,0.85,0.903125,0.94768710947799,0.194821428571429,-0.194821428571429,0.3,0.2,0.85,0.4,0.8,0,0.8,0.124479558702725,0.960936170816422,0.980595433712006,0.970176523923874,0.862199448049069,0.137800551950932
all,0.942916666666667,0.1,1.5,0.75,1.8,-0.942916666666667,0.5,0.639236111111111,0.670932798572713,0.962291666666667,-0.962291666666667,0.9,0.666666666666667,0.582142857142857,0.05,0.1,0,0.1,0.0177827941003892,0.999079686403275,0.999079686403275,0.999079686403275,0.342960564792156,0.657039435207844
alligator,1.14873511904762,0.19047619047619,4.19047619047619,0.465608465608466,5.76190476190476,-1.14873511904762,0.36281179138322,0.639361300075586,0.762252371540992,1.24406887755102,-1.24406887755102,0.80952380952381,0.666666666666667,0.453475659269556,0.0952380952380952,0.19047619047619,0,0.19047619047619,0.0338719887626462,0.89009279864175,0.824859627655574,0.854682363214947,0.368824484447638,0.631175515552362
allow,0.303125,0.7,3.6,0.9,0.6,-0.303125,0.766666666666667,0.856944444444445,0.936184517146552,0.39375,-0.39375,0.3,0.24,0.834444444444445,0.35,0.7,0,0.7,0.124479558702725,0.958980542421341,0.984487688541412,0.970786869525909,0.757298523187637,0.242701476812363
alone,0.72,0,3.7,0.74,2,-0.72,0.525,0.560416666666667,0.82560941875967,0.795,-0.795,1,0.86,0.46,0,0,0,0,0,0.998074305057526,0.998074305057526,0.998074305057526,0.252297592163086,0.747702407836914
along,1.311875,0.1,1.9,0.475,3.1,-1.311875,0.415,0.638333333333333,0.810412635473308,1.2034375,-1.2034375,0.9,0.74,0.442070707070707,0.05,0.1,0,0.1,0.0177827941003892,0.980643373727798,0.991760098934174,0.985847848653793,0.302789285778999,0.697210714221001
alpha,0.854910714285714,0.333333333333333,2.25,0.5625,3.08333333333333,-0.854910714285714,0.471428571428572,0.744022817460317,0.830036645749328,0.915761408730159,-0.915761408730159,0.666666666666667,0.65,0.571484071484071,0.166666666666667,0.333333333333333,0,0.333333333333333,0.0592759803346308,0.942096238334974,0.972175419330597,0.956070363521576,0.517292805016041,0.482707194983959
already,0.976041666666667,0.2,2.9,0.483333333333333,3.3,-0.976041666666667,0.516666666666667,0.623611111111111,0.704484383810977,1.0625,-1.0625,0.8,0.557142857142857,0.544372294372294,0.1,0.2,0,0.2,0.0355655882007785,0.999251538515091,0.999251538515091,0.999251538515091,0.421740111708641,0.578259888291359
alright,0.4109375,0.6,4.9,0.816666666666667,1.5,-0.4109375,0.77,0.831458333333333,0.868401159587276,0.366145833333333,-0.366145833333333,0.5,0.285714285714286,0.818767507002801,0.3,0.6,0,0.6,0.106696764602335,0.98276458978653,0.987700116634369,0.985161238908768,0.704251596331596,0.295748403668404
also,1.185,0.2,2.9,0.58,3.5,-1.185,0.383333333333333,0.624305555555556,0.784684492255385,1.19085317460317,-1.19085317460317,0.9,0.975,0.443589743589744,0.1,0.2,0,0.2,0.0355655882007785,0.924986201524735,0.957501584291458,0.940035831928253,0.343958647549152,0.656041352450848
alter,1.4125496031746,0,1.83333333333333,0.366666666666667,4.91666666666667,-1.4125496031746,0.31875,0.581539351851852,0.714046811674631,1.55958581349206,-1.55958581349206,1.16666666666667,1,0.377747252747253,0,0,0,0,0,0.924569164713224,0.956721678376198,0.939865226546923,0.219329430411259,0.780670569588741
always,0.5421875,0.4,3.85,0.641666666666667,2.3,-0.5421875,0.608333333333333,0.736319444444445,0.79979451149923,0.5859375,-0.5859375,0.65,0.466666666666667,0.636782106782107,0.2,0.4,0,0.4,0.0622397793513623,0.990938004851341,0.995935991406441,0.993294596672058,0.566812904924154,0.433187095075846
amateur,0.9775,0.2,3.7,0.616666666666667,4.1,-0.9775,0.68,0.845833333333333,0.903608506913239,0.82125,-0.82125,0.8,0.614285714285714,0.540769230769231,0.1,0.2,0,0.2,0.0355655882007785,0.938351005315781,0.968004542589188,0.952309876680374,0.384487511217594,0.615512488782406
ambulance,1.04618055555556,0.25,4.8,0.533333333333333,5.55,-1.04618055555556,0.466666666666667,0.608101851851852,0.697020408356073,1.06597222222222,-1.06597222222222,0.75,0.633333333333334,0.489609010270775,0.125,0.25,0,0.25,0.0444569852509731,0.930269548296928,0.970810827612877,0.948818635940552,0.449492977559567,0.550507022440434
ambush,0.992142857142857,0.2,2,0.4,3.7,-0.992142857142857,0.508571428571429,0.696547619047619,0.867548134323921,0.983392857142857,-0.983392857142857,0.9,0.683333333333333,0.448268398268398,0.1,0.2,0,0.2,0.0177827941003892,0.955961221456528,0.976082366704941,0.965408194065094,0.380552236735821,0.619447763264179
american,1.05063920454545,0.1,4.9,0.6125,4.8,-1.05063920454545,0.58,0.716875,0.799561047385262,0.9965625,-0.9965625,1.1,0.5625,0.607352941176471,0.05,0.1,0,0.1,0,0.902337849140167,0.845608162879944,0.872255718708038,0.457641316950321,0.542358683049679
amount,0.595386904761905,0.3,4.4,0.733333333333333,2,-0.595386904761905,0.71,0.74,0.815548199587775,0.582886904761905,-0.582886904761905,0.8,0.366666666666667,0.720845820845821,0.15,0.3,0,0.3,0.0533483823011677,0.964971363544464,0.984274452924728,0.974049532413483,0.456006841361523,0.543993158638477
amputee,1.09494047619048,0.1,3.2,0.457142857142857,5,-1.09494047619048,0.446031746031746,0.56521164021164,0.66481660457833,1.34107142857143,-1.34107142857143,1,0.828571428571429,0.423699633699634,0.05,0.1,0,0.1,0.0177827941003892,0.889971214532852,0.805390101671219,0.845191806554794,0.281962230801582,0.718037769198418
analyse,0.891335227272727,0.363636363636364,4.63636363636364,0.662337662337662,3.18181818181818,-0.891335227272727,0.613636363636364,0.778115981240981,0.902551567980851,0.870637175324675,-0.870637175324675,0.727272727272727,0.571428571428571,0.567691622103387,0.181818181818182,0.363636363636364,0,0.363636363636364,0.0646647058195972,0.926906780763106,0.959778747775338,0.942438737912612,0.467953543094072,0.532046456905929
ancestral,1.1008487654321,0.111111111111111,5.55555555555556,0.617283950617284,5.11111111111111,-1.1008487654321,0.487654320987654,0.662808641975309,0.758923016856367,1.10362654320988,-1.10362654320988,0.888888888888889,0.592592592592593,0.541268203187708,0.0555555555555556,0.111111111111111,0,0.111111111111111,0.0197586601115436,0.917850156625112,0.963421940803528,0.938727584150102,0.35214783416854,0.64785216583146
anchor,1.5359375,0,2.2,0.44,3.7,-1.5359375,0.3025,0.598020833333333,0.84210213802954,1.835,-1.835,1,0.8,0.378141858141858,0,0,0,0,0,0.90607408285141,0.955081883072853,0.928880670666695,0.25828794464469,0.741712055355311
anecdote,1.3259375,0,4.1,0.5125,6.9,-1.3259375,0.302867965367965,0.618632004569504,0.776042566324081,1.30410984848485,-1.30410984848485,1.1,0.725,0.384781438891346,0,0,0,0,0,0.799947756528854,0.912829160690308,0.851112329959869,0.167429844290018,0.832570155709982
angel,1.6142345610119,0.0625,2.28125,0.28515625,6.34375,-1.6142345610119,0.244084821428572,0.591065228174603,0.769711547449861,1.47276088169643,-1.47276088169643,0.9375,0.925,0.348628108003108,0.03125,0.0625,0,0.0625,0.0111142463127433,0.917604794725776,0.955764228478074,0.935336831957102,0.300381758948788,0.699618241051212
angry,0.490839947089947,0.666666666666667,3.88888888888889,0.777777777777778,1.55555555555556,-0.490839947089947,0.793650793650794,0.88505291005291,0.944317506374345,0.45843253968254,-0.45843253968254,0.333333333333333,0.288888888888889,0.836507936507937,0.333333333333333,0.666666666666667,0,0.666666666666667,0.118551960669262,0.938500901063283,0.971076587835948,0.953258673350017,0.74563995997111,0.25436004002889
anime,1.34084821428571,0.25,2.33333333333333,0.466666666666667,4.16666666666667,-1.34084821428571,0.427380952380952,0.675694444444445,0.78086640528429,1.28422619047619,-1.28422619047619,0.833333333333333,0.916666666666667,0.457498982498982,0.125,0.25,0,0.25,0.0444569852509731,0.920552303393682,0.957524423797925,0.937877054015795,0.451512946436803,0.548487053563198
annexation,1.138125,0,5,0.5,7.1,-1.138125,0.416239316239316,0.618839031339031,0.718253013275183,1.11375,-1.11375,1.1,0.65,0.492795960489459,0,0,0,0,0,0.963372904062271,0.979638493061066,0.971113431453705,0.189812537282705,0.810187462717295
anode,1.29729166666667,0,1.5,0.3,3.9,-1.29729166666667,0.475,0.654166666666667,0.804153446906932,1.21729166666667,-1.21729166666667,1,0.76,0.407424242424242,0,0,0,0,0,0.898216056823731,0.781040090322495,0.835260260105133,0.246528154611588,0.753471845388413
anorak,1.2650974025974,0.181818181818182,3.36363636363636,0.560606060606061,4.36363636363636,-1.2650974025974,0.431818181818182,0.649080086580087,0.76065183299922,1.18344155844156,-1.18344155844156,1.09090909090909,0.727272727272727,0.524056246783519,0.0909090909090909,0.181818181818182,0,0.181818181818182,0.0323323529097986,0.867288139733401,0.778353907845237,0.819323279640891,0.36555595154112,0.63444404845888
another,0.29,0.7,5.2,0.866666666666667,0.8,-0.29,0.84,0.896666666666667,0.912698107926808,0.375,-0.375,0.3,0.114285714285714,0.926190476190476,0.35,0.7,0,0.7,0.124479558702725,0.956745773553848,0.982656353712082,0.96871252655983,0.831525474786758,0.168474525213242
answer,1.40372023809524,0.1,1.9,0.38,4.3,-1.40372023809524,0.327619047619048,0.633928571428571,0.741735804484384,1.48144345238095,-1.48144345238095,0.9,0.766666666666667,0.397693417693418,0.05,0.1,0,0.1,0.0177827941003892,0.916059070825577,0.948750042915344,0.931526881456375,0.388737493753433,0.611262506246567
ant,1.3550037202381,0,1.15,0.383333333333333,3.8,-1.3550037202381,0.29202380952381,0.554236111111111,0.698647542237513,1.36908854166667,-1.36908854166667,1,1.25,0.380165945165945,0,0,0,0,0,0.97013201713562,0.981901568174362,0.975612673163414,0.252109084278345,0.747890915721655
anxiously,1.22673611111111,0.2,3.9,0.4875,4.9,-1.22673611111111,0.472619047619048,0.64666832010582,0.764134406942692,1.21850198412698,-1.21850198412698,0.8,0.644444444444444,0.452172125260361,0.1,0.2,0,0.2,0.0355655882007785,0.916808927059174,0.845559042692184,0.878748571872711,0.378859778493643,0.621140221506357
any,1.179375,0.2,1.4,0.466666666666667,3,-1.179375,0.545,0.707777777777778,0.791554611083544,1.15854166666667,-1.15854166666667,0.8,1.33333333333333,0.359379509379509,0.1,0.2,0,0.2,0.0355655882007785,0.978121739625931,0.990646898746491,0.98393224477768,0.384046411514282,0.615953588485718
anyone,1.07678571428571,0.3,3.3,0.55,3.5,-1.07678571428571,0.607142857142857,0.729265873015873,0.8078022966959,1.00669642857143,-1.00669642857143,0.9,0.666666666666667,0.51949938949939,0.15,0.3,0,0.3,0.0533483823011677,0.908807349205017,0.948780381679535,0.927715176343918,0.469503617286682,0.530496382713318
anything,0.241517857142857,0.8,5.4,0.9,1.1,-0.241517857142857,0.890476190476191,0.929563492063492,0.957842496248612,0.209375,-0.209375,0.4,0.15,0.905277777777778,0.4,0.8,0,0.8,0.124479558702725,0.983004885911942,0.985666066408158,0.984314495325089,0.862199887633324,0.137800112366676
anytime,1.19886363636364,0.272727272727273,2.81818181818182,0.402597402597403,4.72727272727273,-1.19886363636364,0.463203463203463,0.656475468975469,0.741870955110711,1.09334415584416,-1.09334415584416,0.909090909090909,0.623376623376623,0.528571428571429,0.136363636363636,0.272727272727273,0,0.272727272727273,0.0484985293646979,0.959035591645674,0.977442968975414,0.967792175032876,0.365739435973493,0.634260564026507
anyway,0.728645833333333,0.6,4.1,0.683333333333333,2.2,-0.728645833333333,0.661904761904762,0.805476190476191,0.883568331874978,0.705729166666667,-0.705729166666667,0.4,0.366666666666667,0.698571428571429,0.3,0.6,0,0.6,0.106696764602335,0.999165958166123,0.999165958166123,0.999165958166123,0.670177090167999,0.329822909832001
anywhere,0.571875,0.5,4.5,0.75,1.8,-0.571875,0.733333333333333,0.847916666666667,0.908295004182957,0.620833333333333,-0.620833333333333,0.5,0.3375,0.706071428571429,0.25,0.5,0,0.5,0.0889139705019462,0.927540594339371,0.967090082168579,0.945557147264481,0.599376599490643,0.400623400509357
apparel,1.02765376984127,0,3.16666666666667,0.527777777777778,3.83333333333333,-1.02765376984127,0.51984126984127,0.677910052910053,0.767247585100625,1.00992063492064,-1.00992063492064,1,0.547619047619047,0.555555555555556,0,0,0,0,0,0.998211661974589,0.998211661974589,0.998211661974589,0.231769649932782,0.768230350067218
apparently,0.515782828282828,0.636363636363636,7.36363636363636,0.818181818181818,2.54545454545455,-0.515782828282828,0.737373737373737,0.850589225589226,0.916171051812053,0.517045454545455,-0.517045454545455,0.363636363636364,0.3,0.751940457203615,0.318181818181818,0.636363636363636,0,0.636363636363636,0.113163235184295,0.925217812711542,0.968704288656061,0.945324464277788,0.6928442703052,0.3071557296948
appear,1.05022321428571,0.2,2.1,0.525,3.4,-1.05022321428571,0.595,0.681736111111111,0.797543559288753,1.06828869047619,-1.06828869047619,0.8,0.616666666666667,0.577329337329337,0.1,0.2,0,0.2,0.0355655882007785,0.960251528024674,0.983664816617966,0.971161127090454,0.40190170109272,0.59809829890728
apple,0.388980263157895,0.736842105263158,3.36842105263158,0.842105263157895,0.947368421052632,-0.388980263157895,0.826315789473684,0.892543859649123,0.946340589527309,0.369078947368421,-0.369078947368421,0.315789473684211,0.231578947368421,0.809782030834662,0.368421052631579,0.736842105263158,0,0.736842105263158,0.121671749107926,0.989138151469984,0.996059122838472,0.992335435591246,0.816519490198085,0.183480509801915
apply,0.570625,0.5,4,0.8,2,-0.570625,0.75,0.810833333333333,0.894584448121387,0.498958333333333,-0.498958333333333,0.5,0.26,0.79969696969697,0.25,0.5,0,0.5,0.0889139705019462,0.998924273252487,0.998924273252487,0.998924273252487,0.590584865212441,0.40941513478756
approach,0.274851190476191,0.7,7,0.875,1.2,-0.274851190476191,0.863333333333333,0.935,0.956243645909341,0.228013392857143,-0.228013392857143,0.4,0.1875,0.850015262515263,0.4,0.8,0,0.8,0.106696764602335,0.979936742782593,0.992183923721314,0.985626339912415,0.822116634249687,0.177883365750313
