,Word,Dist,Accuracy,Phoneme_Correct,Phoneme_Correct_Percentage,Levenshtein,Length,Freq_HAL,Log_Freq_HAL,Ortho_N,Phono_N,Age_Of_Acquisition,NPhon,IPA,phonemes,isFront,isRound,lowerLipTuck,protrusion,labialClosure,mouthNarrowing,lipRounding,infoCount_total,infoPercent_total,infoCount_phoneme,infoPercent_phoneme,infoCount_viseme,infoPercent_viseme
655,envelope,1.6039750957854406,0.0344827586206896,2.103448275862069,0.2629310344827586,7.482758620689655,8.0,10813.0,9.289,1.0,0.0,6.25,7.0,ɛnvəlowp,"['ɛ', 'n', 'v', 'ə', 'l', 'o', 'w', 'p']",True,True,True,True,True,True,True,4,0.5,4,0.5,3,0.375
656,equinox,1.3395833333333331,0.2,2.7,0.3375,6.2,7.0,1874.0,7.536,0.0,0.0,13.17,8.0,ikwənɑks,"['i', 'k', 'w', 'ə', 'n', 'ɑ', 'k', 's']",False,True,False,True,False,True,True,1,0.125,1,0.125,1,0.125
657,equipment,1.5354166666666669,0.0,3.4,0.3777777777777777,7.4,9.0,51532.0,10.85,0.0,0.0,7.5,9.0,ɪkwɪpmənt,"['ɪ', 'k', 'w', 'ɪ', 'p', 'm', 'ə', 'n', 't']",True,True,False,True,True,True,True,3,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333
658,equivalent,1.455625,0.0,3.3,0.3299999999999999,8.1,10.0,25895.0,10.162,0.0,1.0,10.26,10.0,ɪkwɪvələnt,"['ɪ', 'k', 'w', 'ɪ', 'v', 'ə', 'l', 'ə', 'n', 't']",True,True,True,True,False,True,True,2,0.2,2,0.2,2,0.2
659,eraser,1.392063492063492,0.1,3.1,0.4428571428571428,5.4,6.0,593.0,6.385,2.0,2.0,4.95,5.0,ɪɹejsɹ̩,"['ɪ', 'ɹ', 'e', 'j', 's', 'ɹ̩']",False,False,False,False,False,False,True,1,0.16666666666666666,0,0.0,1,0.16666666666666666
660,escape,1.3586309523809523,0.0,2.3,0.3833333333333333,4.8,6.0,15846.0,9.671,0.0,0.0,6.6,5.0,ɪskejp,"['ɪ', 's', 'k', 'e', 'j', 'p']",True,False,False,False,True,False,True,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333
661,especially,0.4664508928571429,0.6,5.6,0.8,2.1,10.0,94104.0,11.452,0.0,0.0,#,7.0,ɪspɛʃli,"['ɪ', 's', 'p', 'ɛ', 'ʃ', 'l', 'i']",True,False,False,True,True,False,False,2,0.2857142857142857,1,0.14285714285714285,2,0.2857142857142857
662,estate,1.1878968253968254,0.0,3.4,0.5666666666666667,4.2,6.0,9437.0,9.152,0.0,0.0,10.84,5.0,ɪstejt,"['ɪ', 's', 't', 'e', 'j', 't']",False,False,False,False,False,False,True,1,0.16666666666666666,0,0.0,1,0.16666666666666666
662,estate,1.1878968253968254,0.0,3.4,0.5666666666666667,4.2,6.0,9437.0,9.152,0.0,0.0,10.84,5.0,ɪstejt,"['ɪ', 's', 't', 'e', 'j', 't']",False,False,False,False,False,False,True,1,0.16666666666666666,0,0.0,1,0.16666666666666666
663,eternal,1.6578125,0.0,2.2,0.3142857142857142,6.0,7.0,10854.0,9.292,1.0,1.0,8.26,5.0,ɪtɹ̩nəl,"['ɪ', 't', 'ɹ̩', 'n', 'ə', 'l']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
664,even,0.9977579365079364,0.3,2.2,0.55,3.7,4.0,490549.0,13.103,7.0,10.0,6.371,3.0,ivən,"['i', 'v', 'ə', 'n']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
665,ever,0.658110119047619,0.5,2.8,0.7,1.9,4.0,173858.0,12.066,7.0,4.0,6.264,3.0,ɛvɹ̩,"['ɛ', 'v', 'ɹ̩']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
666,every,1.0452083333333333,0.1,2.5,0.5,3.3,5.0,230149.0,12.346,2.0,0.0,4.197,4.0,ɛvɹ̩i,"['ɛ', 'v', 'ɹ̩', 'i']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
667,everyone,0.2696428571428571,0.8,6.1,0.8714285714285713,1.2,8.0,119257.0,11.689,0.0,0.0,4.826,7.0,ɛvɹiwʌn,"['ɛ', 'v', 'ɹ', 'i', 'w', 'ʌ', 'n']",True,True,True,True,False,True,True,2,0.2857142857142857,2,0.2857142857142857,2,0.2857142857142857
668,everything,0.57265625,0.6,5.3,0.7571428571428571,2.3,10.0,112573.0,11.631,0.0,0.0,4.442,7.0,ɛvɹiθɪŋ,"['ɛ', 'v', 'ɹ', 'i', 'θ', 'ɪ', 'ŋ']",True,False,True,False,False,False,False,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285
669,evidence,1.1508928571428572,0.1,2.9,0.4142857142857142,5.2,8.0,62334.0,11.04,0.0,0.0,10.58,7.0,ɛvədəns,"['ɛ', 'v', 'ə', 'd', 'ə', 'n', 's']",True,False,True,False,False,False,False,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285
670,exact,0.8422619047619048,0.5,3.8,0.6333333333333334,2.9,5.0,25797.0,10.158,2.0,0.0,8.16,6.0,ɪɡzækt,"['ɪ', 'ɡ', 'z', 'æ', 'k', 't']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
671,example,1.42578125,0.0,1.7,0.2125,7.1,7.0,139009.0,11.842,0.0,0.0,7.39,7.0,ɪɡzæmpəl,"['ɪ', 'ɡ', 'z', 'æ', 'm', 'p', 'ə', 'l']",True,False,False,False,True,False,False,2,0.25,2,0.25,2,0.25
672,excite,0.8494791666666668,0.2,3.7,0.6166666666666666,3.1,6.0,788.0,6.669,1.0,2.0,6.61,5.0,ɪksajt,"['ɪ', 'k', 's', 'a', 'j', 't']",False,False,False,False,False,False,True,1,0.16666666666666666,0,0.0,1,0.16666666666666666
673,exfoliate,0.5340909090909091,0.4545454545454545,7.727272727272727,0.7024793388429752,3.727272727272727,,,,,,,,ɛksfowliejt,"['ɛ', 'k', 's', 'f', 'o', 'w', 'l', 'i', 'e', 'j', 't']",True,True,True,True,False,True,True,4,0.36363636363636365,3,0.2727272727272727,3,0.2727272727272727
674,exfoliation,0.9722610722610722,0.1818181818181818,7.090909090909091,0.5454545454545454,7.454545454545454,,,,,,,,ɛksfowliejʃən,"['ɛ', 'k', 's', 'f', 'o', 'w', 'l', 'i', 'e', 'j', 'ʃ', 'ə', 'n']",True,True,True,True,False,True,True,5,0.38461538461538464,3,0.23076923076923078,4,0.3076923076923077
675,exit,1.5247321428571428,0.0,0.8,0.16,5.5,4.0,25629.0,10.151,2.0,0.0,6.68,5.0,ɛɡzɪt,"['ɛ', 'ɡ', 'z', 'ɪ', 't']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
676,exorcist,1.1829229797979797,0.1818181818181818,4.2727272727272725,0.4747474747474747,6.363636363636363,8.0,1671.0,7.421,2.0,0.0,12.11,9.0,ɛksɹ̩səst,"['ɛ', 'k', 's', 'ɹ̩', 's', 'ə', 's', 't']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
677,expect,1.0877157738095238,0.0,3.8,0.5428571428571428,5.1,6.0,60322.0,11.007,1.0,1.0,8.7,7.0,ɪkspɛkt,"['ɪ', 'k', 's', 'p', 'ɛ', 'k', 't']",True,False,False,False,True,False,False,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285
678,expense,0.5099776785714285,0.5,5.5,0.7857142857142857,2.6,7.0,10514.0,9.26,1.0,2.0,10.72,7.0,ɪkspɛns,"['ɪ', 'k', 's', 'p', 'ɛ', 'n', 's']",True,False,False,False,True,False,False,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285
679,experience,0.4991071428571428,0.5238095238095238,8.238095238095237,0.8238095238095239,2.9047619047619047,10.0,234638.0,12.366,1.0,0.0,8.95,10.0,ɪkspɪɹiəns,"['ɪ', 'k', 's', 'p', 'ɪ', 'ɹ', 'i', 'ə', 'n', 's']",True,False,False,False,True,False,False,1,0.1,1,0.1,1,0.1
679,experience,0.4991071428571428,0.5238095238095238,8.238095238095237,0.8238095238095239,2.9047619047619047,10.0,234638.0,12.366,1.0,0.0,8.95,10.0,ɪkspɪɹiəns,"['ɪ', 'k', 's', 'p', 'ɪ', 'ɹ', 'i', 'ə', 'n', 's']",True,False,False,False,True,False,False,1,0.1,1,0.1,1,0.1
680,explanation,0.6223958333333334,0.5,9.1,0.7583333333333334,4.2,11.0,23179.0,10.051,0.0,0.0,7.74,10.0,ɛksplənejʃən,"['ɛ', 'k', 's', 'p', 'l', 'ə', 'n', 'e', 'j', 'ʃ', 'ə', 'n']",True,False,False,True,True,False,True,3,0.25,1,0.08333333333333333,3,0.25
681,explication,1.0583333333333331,0.0,7.9,0.6583333333333333,6.5,,,,,,,,ɛkspləkejʃən,"['ɛ', 'k', 's', 'p', 'l', 'ə', 'k', 'e', 'j', 'ʃ', 'ə', 'n']",True,False,False,True,True,False,True,3,0.25,1,0.08333333333333333,3,0.25
682,explosion,0.92125,0.2,5.6,0.5599999999999999,5.3,9.0,5867.0,8.677,0.0,0.0,7.16,8.0,ɪksplowʒən,"['ɪ', 'k', 's', 'p', 'l', 'o', 'w', 'ʒ', 'ə', 'n']",True,True,False,True,True,True,True,3,0.3,3,0.3,2,0.2
683,explosive,0.4253409090909091,0.6,8.1,0.8099999999999999,2.5,9.0,3685.0,8.212,0.0,0.0,9.19,9.0,ɪksplowsɪv,"['ɪ', 'k', 's', 'p', 'l', 'o', 'w', 's', 'ɪ', 'v']",True,True,True,True,True,True,True,4,0.4,4,0.4,3,0.3
684,expression,0.5463194444444445,0.4,6.6,0.7333333333333333,2.9,10.0,17559.0,9.773,0.0,0.0,6.94,8.0,ɪkspɹɛʃən,"['ɪ', 'k', 's', 'p', 'ɹ', 'ɛ', 'ʃ', 'ə', 'n']",True,False,False,True,True,False,False,2,0.2222222222222222,1,0.1111111111111111,2,0.2222222222222222
685,extinct,1.2258522727272727,0.0,4.454545454545454,0.5568181818181818,5.636363636363637,7.0,1752.0,7.469,0.0,1.0,7.67,8.0,ɪkstɪŋkt,"['ɪ', 'k', 's', 't', 'ɪ', 'ŋ', 'k', 't']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
686,extremely,1.3954166666666667,0.1,3.7,0.4111111111111111,7.2,9.0,35112.0,10.466,0.0,0.0,#,9.0,ɪkstɹimli,"['ɪ', 'k', 's', 't', 'ɹ', 'i', 'm', 'l', 'i']",True,False,False,False,True,False,False,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111
687,eye,0.9102150537634408,0.0967741935483871,1.4838709677419355,0.7419354838709677,1.870967741935484,3.0,41052.0,10.623,10.0,15.0,3.75,1.0,aj,"['a', 'j']",False,False,False,False,False,False,True,1,0.5,0,0.0,1,0.5
688,fabric,0.699156746031746,0.5,4.2,0.7,2.9,6.0,5876.0,8.679,0.0,0.0,6.68,6.0,fæbɹɪk,"['f', 'æ', 'b', 'ɹ', 'ɪ', 'k']",True,False,True,False,True,False,False,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333
689,face,0.35,0.6,3.2,0.8,1.0,4.0,77706.0,11.261,12.0,28.0,3.75,3.0,fejs,"['f', 'e', 'j', 's']",True,False,True,False,False,False,True,2,0.5,1,0.25,2,0.5
690,facility,1.1538194444444445,0.1,4.0,0.5,5.9,8.0,14204.0,9.561,0.0,0.0,9.26,8.0,fəsɪlɪti,"['f', 'ə', 's', 'ɪ', 'l', 'ɪ', 't', 'i']",True,False,True,False,False,False,False,1,0.125,1,0.125,1,0.125
691,fact,0.651875,0.0,2.7,0.675,1.4,4.0,184510.0,12.125,5.0,15.0,6.47,4.0,fækt,"['f', 'æ', 'k', 't']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
692,facts,0.7625,0.2727272727272727,2.8181818181818183,0.5636363636363636,2.1818181818181817,5.0,34163.0,10.439,5.0,4.0,6.47,5.0,fækts,"['f', 'æ', 'k', 't', 's']",True,False,True,False,False,False,False,1,0.2,1,0.2,1,0.2
693,fail,1.0602232142857144,0.2,2.4,0.6,2.2,4.0,18678.0,9.835,17.0,55.0,6,3.0,fejl,"['f', 'e', 'j', 'l']",True,False,True,False,False,False,True,2,0.5,1,0.25,2,0.5
694,fair,0.911156798245614,0.1578947368421052,2.0,0.6666666666666666,2.473684210526316,4.0,45321.0,10.722,7.0,37.0,5.67,3.0,fɛɹ,"['f', 'ɛ', 'ɹ']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
695,fairy,0.426532738095238,0.35,3.45,0.8625,1.55,5.0,2344.0,7.76,4.0,30.0,5.17,4.0,fɛɹi,"['f', 'ɛ', 'ɹ', 'i']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
696,fall,0.3344791666666666,0.5,2.6,0.8666666666666666,0.7,4.0,46059.0,10.738,13.0,43.0,4.71,3.0,fɔl,"['f', 'ɔ', 'l']",True,True,True,False,False,False,False,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333
697,fallopian,1.349236111111111,0.0,3.2,0.3555555555555555,6.7,,,,,,,,fælowpiən,"['f', 'æ', 'l', 'o', 'w', 'p', 'i', 'ə', 'n']",True,True,True,True,True,True,True,4,0.4444444444444444,4,0.4444444444444444,3,0.3333333333333333
698,family,0.48125,0.7,4.8,0.8,1.5,6.0,88710.0,11.393,0.0,0.0,3.38,6.0,fæməli,"['f', 'æ', 'm', 'ə', 'l', 'i']",True,False,True,False,True,False,False,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333
699,fan,1.3100744047619048,0.0,1.1666666666666667,0.3888888888888889,3.433333333333333,3.0,37452.0,10.531,23.0,36.0,5.63,3.0,fæn,"['f', 'æ', 'n']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
700,fantastic,0.5522916666666667,0.6,7.5,0.8333333333333334,2.7,9.0,10813.0,9.289,0.0,0.0,7.21,9.0,fæntæstɪk,"['f', 'æ', 'n', 't', 'æ', 's', 't', 'ɪ', 'k']",True,False,True,False,False,False,False,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111
701,far,0.2848958333333333,0.8,2.7,0.9,0.5,3.0,176812.0,12.083,20.0,31.0,4.879,3.0,fɑɹ,"['f', 'ɑ', 'ɹ']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
702,farmer,0.5822368421052632,0.631578947368421,4.578947368421052,0.7631578947368421,1.631578947368421,6.0,5026.0,8.522,6.0,7.0,4.74,5.0,fɑɹmɹ̩,"['f', 'ɑ', 'ɹ', 'm', 'ɹ̩']",True,False,True,False,True,False,False,2,0.4,2,0.4,2,0.4
703,fashionable,0.8770833333333332,0.0,4.7,0.5222222222222223,6.1,11.0,928.0,6.833,1.0,1.0,9.67,7.0,fæʃənəbəl,"['f', 'æ', 'ʃ', 'ə', 'n', 'ə', 'b', 'ə', 'l']",True,False,True,True,True,False,False,3,0.3333333333333333,2,0.2222222222222222,3,0.3333333333333333
704,fast,0.54,0.3,3.0,0.75,1.6,4.0,77003.0,11.252,13.0,21.0,3.739,4.0,fæst,"['f', 'æ', 's', 't']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
705,fat,0.5214814814814814,0.2666666666666666,2.3,0.7666666666666667,1.7666666666666666,3.0,29356.0,10.287,21.0,33.0,5.15,3.0,fæt,"['f', 'æ', 't']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
706,fatality,0.4875578703703704,0.4166666666666667,6.083333333333333,0.7604166666666666,3.0,8.0,1187.0,7.079,0.0,0.0,10.26,8.0,fətæləti,"['f', 'ə', 't', 'æ', 'l', 'ə', 't', 'i']",True,False,True,False,False,False,False,1,0.125,1,0.125,1,0.125
707,faucet,1.1482955798059966,0.1111111111111111,2.388888888888889,0.4777777777777777,4.944444444444445,6.0,439.0,6.084,0.0,1.0,6.29,5.0,fɔsət,"['f', 'ɔ', 's', 'ə', 't']",True,True,True,False,False,False,False,2,0.4,2,0.4,1,0.2
708,feather,0.3624107142857143,0.5,4.2,0.8400000000000001,1.2,7.0,2364.0,7.768,3.0,11.0,4.67,4.0,fɛðɹ̩,"['f', 'ɛ', 'ð', 'ɹ̩']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
709,fee,0.6335227272727273,0.0909090909090909,1.3636363636363635,0.6818181818181818,1.6363636363636365,3.0,27166.0,10.21,21.0,55.0,8.56,2.0,fi,"['f', 'i']",True,False,True,False,False,False,False,1,0.5,1,0.5,1,0.5
710,feed,0.6104166666666667,0.1818181818181818,1.7272727272727273,0.5757575757575757,1.7272727272727273,4.0,20084.0,9.908,16.0,34.0,4.17,3.0,fid,"['f', 'i', 'd']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
711,feel,0.9303125,0.2,1.6,0.5333333333333333,2.3,4.0,162048.0,11.996,9.0,45.0,5.11,3.0,fil,"['f', 'i', 'l']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
712,female,0.128125,0.9,5.7,0.95,0.6,6.0,43053.0,10.67,0.0,0.0,5.89,5.0,fimejl,"['f', 'i', 'm', 'e', 'j', 'l']",True,False,True,False,True,False,True,3,0.5,2,0.3333333333333333,3,0.5
713,fence,0.8916279141865079,0.1875,2.5,0.625,3.03125,5.0,5277.0,8.571,2.0,10.0,6.28,4.0,fɛns,"['f', 'ɛ', 'n', 's']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
713,fence,0.8916279141865079,0.1875,2.5,0.625,3.03125,5.0,5277.0,8.571,2.0,10.0,6.28,4.0,fɛns,"['f', 'ɛ', 'n', 's']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
714,fertiliser,0.9237072428833794,0.2727272727272727,7.0,0.7000000000000001,4.909090909090909,,,,,,,,fɹ̩təlɪzɹ̩,"['f', 'ɹ̩', 't', 'ə', 'l', 'ɪ', 'z', 'ɹ̩']",True,False,True,False,False,False,False,1,0.125,1,0.125,1,0.125
715,few,0.5317708333333332,0.4,2.2,0.7333333333333333,1.1,3.0,264493.0,12.486,16.0,17.0,5.998,3.0,fju,"['f', 'j', 'u']",True,True,True,False,False,False,True,3,1.0,2,0.6666666666666666,2,0.6666666666666666
716,fibre,1.3258928571428572,0.1,3.0,0.5,3.5,5.0,1240.0,7.123,0.0,8.0,#,4.0,fajbɹ̩,"['f', 'a', 'j', 'b', 'ɹ̩']",True,False,True,False,True,False,True,3,0.6,2,0.4,3,0.6
717,fiction,0.940277777777778,0.0,2.8,0.4666666666666667,4.0,7.0,19200.0,9.863,2.0,2.0,7.22,5.0,fɪkʃən,"['f', 'ɪ', 'k', 'ʃ', 'ə', 'n']",True,False,True,True,False,False,False,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333
718,field,1.0015625,0.1,1.8,0.45,2.5,5.0,79920.0,11.289,3.0,27.0,6.1,4.0,fild,"['f', 'i', 'l', 'd']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
719,fifth,0.2799479166666667,0.75,3.8333333333333335,0.9583333333333334,0.4166666666666667,5.0,8863.0,9.09,3.0,1.0,5.359,4.0,fɪfθ,"['f', 'ɪ', 'f', 'θ']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
720,fight,0.4953125,0.5,3.2,0.8,1.1,5.0,40281.0,10.604,9.0,37.0,5.47,3.0,fajt,"['f', 'a', 'j', 't']",True,False,True,False,False,False,True,2,0.5,1,0.25,2,0.5
721,fighting,1.0626488095238096,0.1,3.3,0.55,3.8,8.0,25177.0,10.134,3.0,22.0,5.47,5.0,fajtɪŋ,"['f', 'a', 'j', 't', 'ɪ', 'ŋ']",True,False,True,False,False,False,True,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333
722,figure,0.8612500000000001,0.3,4.0,0.6666666666666667,2.4,6.0,56510.0,10.942,0.0,0.0,7.53,5.0,fɪɡjɹ̩,"['f', 'ɪ', 'ɡ', 'j', 'ɹ̩']",True,False,True,False,False,False,True,2,0.4,1,0.2,2,0.4
723,filch,1.175282738095238,0.0,2.9,0.4833333333333333,3.8,5.0,13.0,2.565,4.0,11.0,#,4.0,fɪlt͡ʃ,"['f', 'ɪ', 'l', 't͡ʃ']",True,False,True,True,False,False,False,2,0.5,1,0.25,2,0.5
724,fill,0.7585416666666667,0.0,1.9,0.6333333333333333,2.6,4.0,26443.0,10.183,16.0,43.0,5.06,3.0,fɪl,"['f', 'ɪ', 'l']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
725,fin,0.9923883928571428,0.15,1.75,0.5833333333333333,2.25,3.0,3677.0,8.21,21.0,42.0,7.3,3.0,fɪn,"['f', 'ɪ', 'n']",True,False,True,False,False,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
726,final,1.0799479166666666,0.0,3.0,0.5,3.5,5.0,49025.0,10.8,1.0,9.0,6.58,4.0,fajnəl,"['f', 'a', 'j', 'n', 'ə', 'l']",True,False,True,False,False,False,True,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333
726,final,1.0799479166666666,0.0,3.0,0.5,3.5,5.0,49025.0,10.8,1.0,9.0,6.58,4.0,fajnəl,"['f', 'a', 'j', 'n', 'ə', 'l']",True,False,True,False,False,False,True,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333
727,finally,1.0785714285714283,0.3,3.4,0.4857142857142856,3.9,7.0,70037.0,11.157,0.0,2.0,#,5.0,fajnəli,"['f', 'a', 'j', 'n', 'ə', 'l', 'i']",True,False,True,False,False,False,True,2,0.2857142857142857,1,0.14285714285714285,2,0.2857142857142857
728,finch,0.7984375,0.0,3.3,0.55,2.8,5.0,1265.0,7.143,5.0,9.0,8.907,4.0,fɪnt͡ʃ,"['f', 'ɪ', 'n', 't͡ʃ']",True,False,True,True,False,False,False,2,0.5,1,0.25,2,0.5
729,find,0.83375,0.0,2.4,0.48,2.6,4.0,378725.0,12.845,15.0,26.0,5.78,4.0,fajnd,"['f', 'a', 'j', 'n', 'd']",True,False,True,False,False,False,True,2,0.4,1,0.2,2,0.4
730,fine,0.5846875,0.3,3.2,0.8,1.0,4.0,111801.0,11.624,23.0,36.0,7.44,3.0,fajn,"['f', 'a', 'j', 'n']",True,False,True,False,False,False,True,2,0.5,1,0.25,2,0.5
731,finger,0.7147534013605441,0.4642857142857143,4.321428571428571,0.7202380952380952,2.25,6.0,37566.0,10.534,8.0,1.0,3.43,5.0,fɪŋɡɹ̩,"['f', 'ɪ', 'ŋ', 'ɡ', 'ɹ̩']",True,False,True,False,False,False,False,1,0.2,1,0.2,1,0.2
732,fire,0.4452777777777778,0.6333333333333333,4.133333333333334,0.8266666666666667,1.1,4.0,62707.0,11.046,18.0,28.0,3.25,3.0,fajɹ̩,"['f', 'a', 'j', 'ɹ̩']",True,False,True,False,False,False,True,2,0.5,1,0.25,2,0.5
732,fire,0.4452777777777778,0.6333333333333333,4.133333333333334,0.8266666666666667,1.1,4.0,62707.0,11.046,18.0,28.0,3.25,3.0,fajɹ̩,"['f', 'a', 'j', 'ɹ̩']",True,False,True,False,False,False,True,2,0.5,1,0.25,2,0.5
733,firearm,1.0375992063492063,0.3,4.8,0.6,3.9,7.0,3170.0,8.061,1.0,1.0,9.94,6.0,fajɹ̩ɑɹm,"['f', 'a', 'j', 'ɹ̩', 'ɑ', 'ɹ', 'm']",True,False,True,False,True,False,True,3,0.42857142857142855,2,0.2857142857142857,3,0.42857142857142855
734,fireman,1.0118641774891777,0.25,4.4,0.6285714285714286,4.7,7.0,302.0,5.71,2.0,3.0,5.05,6.0,fajɹmən,"['f', 'a', 'j', 'ɹ', 'm', 'ə', 'n']",True,False,True,False,True,False,True,3,0.42857142857142855,2,0.2857142857142857,3,0.42857142857142855
735,fireplace,0.7384259259259259,0.3888888888888889,6.555555555555555,0.6555555555555556,4.388888888888889,9.0,1259.0,7.138,0.0,0.0,7.37,7.0,fajɹ̩plejs,"['f', 'a', 'j', 'ɹ̩', 'p', 'l', 'e', 'j', 's']",True,False,True,False,True,False,True,3,0.3333333333333333,2,0.2222222222222222,3,0.3333333333333333
736,first,0.9396875,0.3,3.2,0.64,1.8,5.0,518924.0,13.16,0.0,17.0,4.389,4.0,fɹ̩st,"['f', 'ɹ̩', 's', 't']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
737,fish,0.3981770833333333,0.65,2.65,0.8833333333333334,1.2,4.0,30614.0,10.329,5.0,17.0,4.05,3.0,fɪʃ,"['f', 'ɪ', 'ʃ']",True,False,True,True,False,False,False,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666
738,fisherman,0.8447485902255639,0.3684210526315789,5.473684210526316,0.6842105263157895,3.3684210526315788,9.0,954.0,6.861,1.0,0.0,5.16,7.0,fɪʃɹ̩mæn,"['f', 'ɪ', 'ʃ', 'ɹ̩', 'm', 'æ', 'n']",True,False,True,True,True,False,False,3,0.42857142857142855,2,0.2857142857142857,3,0.42857142857142855
739,fishing,1.0000558035714286,0.1,3.05,0.6100000000000001,3.3,7.0,9675.0,9.177,2.0,7.0,4.72,5.0,fɪʃɪŋ,"['f', 'ɪ', 'ʃ', 'ɪ', 'ŋ']",True,False,True,True,False,False,False,2,0.4,1,0.2,2,0.4
740,fist,0.6642460317460318,0.2666666666666666,2.566666666666667,0.6416666666666667,2.033333333333333,4.0,6036.0,8.705,10.0,21.0,4.58,4.0,fɪst,"['f', 'ɪ', 's', 't']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
741,five,0.090625,0.9,3.9,0.975,0.2,4.0,62706.0,11.046,13.0,13.0,4.506,3.0,fajv,"['f', 'a', 'j', 'v']",True,False,True,False,False,False,True,3,0.75,2,0.5,3,0.75
742,flag,0.5820089285714285,0.4,3.05,0.7625,1.5,4.0,15311.0,9.636,9.0,7.0,5.33,4.0,flæɡ,"['f', 'l', 'æ', 'ɡ']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
743,flaky,1.2223214285714286,0.0,3.0,0.5,4.3,5.0,1100.0,7.003,2.0,4.0,9.63,5.0,flejki,"['f', 'l', 'e', 'j', 'k', 'i']",True,False,True,False,False,False,True,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333
744,flamingo,1.272790404040404,0.2,4.7,0.5222222222222223,5.7,8.0,580.0,6.363,0.0,0.0,6.32,8.0,fləmɪŋɡow,"['f', 'l', 'ə', 'm', 'ɪ', 'ŋ', 'ɡ', 'o', 'w']",True,True,True,True,True,True,True,4,0.4444444444444444,4,0.4444444444444444,3,0.3333333333333333
745,flashlight,1.346484375,0.15,3.6,0.45,5.95,10.0,845.0,6.739,0.0,0.0,5.61,7.0,flæʃlajt,"['f', 'l', 'æ', 'ʃ', 'l', 'a', 'j', 't']",True,False,True,True,False,False,True,3,0.375,1,0.125,3,0.375
746,flask,1.2117299107142858,0.05,2.55,0.51,3.6,5.0,809.0,6.696,2.0,1.0,10.78,5.0,flæsk,"['f', 'l', 'æ', 's', 'k']",True,False,True,False,False,False,False,1,0.2,1,0.2,1,0.2
747,flat,0.273125,0.6,3.35,0.8375,1.15,4.0,26256.0,10.176,11.0,13.0,5.68,4.0,flæt,"['f', 'l', 'æ', 't']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
747,flat,0.273125,0.6,3.35,0.8375,1.15,4.0,26256.0,10.176,11.0,13.0,5.68,4.0,flæt,"['f', 'l', 'æ', 't']",True,False,True,False,False,False,False,1,0.25,1,0.25,1,0.25
