,Word,Dist,Accuracy,Phoneme_Correct,Phoneme_Correct_Percentage,Levenshtein,Length,Freq_HAL,Log_Freq_HAL,Ortho_N,Phono_N,Age_Of_Acquisition,NPhon,IPA,phonemes,isFront,isRound,lowerLipTuck,protrusion,labialClosure,mouthNarrowing,lipRounding,infoCount_total,infoPercent_total,infoCount_phoneme,infoPercent_phoneme,infoCount_viseme,infoPercent_viseme
974,hunch,1.4932589285714286,0.1,2.6,0.4333333333333333,4.9,5.0,731.0,6.594,6.0,8.0,8.68,4.0,hʌnt͡ʃ,"['h', 'ʌ', 'n', 't͡ʃ']",False,False,False,True,False,False,False,1,0.25,0,0.0,1,0.25
975,hurt,1.7375,0.0,1.0,0.25,3.1,4.0,28018.0,10.241,6.0,26.0,4,3.0,hɹ̩t,"['h', 'ɹ̩', 't']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
976,husband,1.0612971230158732,0.2,2.6,0.3714285714285714,5.3,7.0,19172.0,9.861,0.0,0.0,5.53,7.0,hʌzbənd,"['h', 'ʌ', 'z', 'b', 'ə', 'n', 'd']",True,False,False,False,True,False,False,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285
977,hut,1.371373746867168,0.0,1.0,0.3333333333333333,3.421052631578948,3.0,1868.0,7.533,20.0,30.0,8.1,3.0,hʌt,"['h', 'ʌ', 't']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
978,iPod,1.268576388888889,0.0,1.4210526315789471,0.2842105263157894,5.105263157894737,,,,,,,,ajpɑd,"['a', 'j', 'p', 'ɑ', 'd']",True,False,False,False,True,False,True,2,0.4,1,0.2,2,0.4
979,icebox,0.6481584821428572,0.4166666666666667,5.416666666666667,0.7738095238095237,2.9166666666666665,6.0,40.0,3.689,0.0,0.0,7.11,6.0,ajsbɑks,"['a', 'j', 's', 'b', 'ɑ', 'k', 's']",True,False,False,False,True,False,True,2,0.2857142857142857,1,0.14285714285714285,2,0.2857142857142857
980,icecap,0.7337549603174605,0.3333333333333333,4.083333333333333,0.6805555555555555,2.6666666666666665,6.0,84.0,4.431,0.0,0.0,10.17,5.0,ajskæp,"['a', 'j', 's', 'k', 'æ', 'p']",True,False,False,False,True,False,True,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333
981,idea,0.967470238095238,0.2,2.8,0.5599999999999999,3.5,4.0,133710.0,11.803,2.0,0.0,5.95,4.0,ajdiə,"['a', 'j', 'd', 'i', 'ə']",False,False,False,False,False,False,True,1,0.2,0,0.0,1,0.2
982,igloo,0.9951612903225808,0.2580645161290322,2.064516129032258,0.5161290322580645,2.7096774193548385,5.0,146.0,4.984,0.0,0.0,5.42,4.0,ɪɡlu,"['ɪ', 'ɡ', 'l', 'u']",False,True,False,False,False,False,False,1,0.25,1,0.25,0,0.0
982,igloo,0.9951612903225808,0.2580645161290322,2.064516129032258,0.5161290322580645,2.7096774193548385,5.0,146.0,4.984,0.0,0.0,5.42,4.0,ɪɡlu,"['ɪ', 'ɡ', 'l', 'u']",False,True,False,False,False,False,False,1,0.25,1,0.25,0,0.0
983,illustrate,1.0800694444444443,0.0,4.3,0.4777777777777777,5.9,10.0,3107.0,8.041,0.0,0.0,8.32,8.0,ɪləstɹejt,"['ɪ', 'l', 'ə', 's', 't', 'ɹ', 'e', 'j', 't']",False,False,False,False,False,False,True,1,0.1111111111111111,0,0.0,1,0.1111111111111111
984,illustrating,1.0728305785123966,0.0,6.181818181818182,0.5619834710743802,6.727272727272728,12.0,598.0,6.394,0.0,0.0,8.32,10.0,ɪləstɹejtɪŋ,"['ɪ', 'l', 'ə', 's', 't', 'ɹ', 'e', 'j', 't', 'ɪ', 'ŋ']",False,False,False,False,False,False,True,1,0.09090909090909091,0,0.0,1,0.09090909090909091
985,immediate,1.3035714285714286,0.1,2.8,0.3999999999999999,5.9,9.0,31523.0,10.358,0.0,0.0,8.76,7.0,ɪmidiət,"['ɪ', 'm', 'i', 'd', 'i', 'ə', 't']",True,False,False,False,True,False,False,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285
986,impale,1.2595486111111112,0.0,2.0,0.3333333333333333,4.75,6.0,105.0,4.654,1.0,1.0,13.32,5.0,ɪmpejl,"['ɪ', 'm', 'p', 'e', 'j', 'l']",True,False,False,False,True,False,True,3,0.5,2,0.3333333333333333,3,0.5
987,impatiently,1.1988636363636362,0.0,4.111111111111111,0.3737373737373737,7.666666666666667,11.0,267.0,5.587,0.0,0.0,#,9.0,ɪmpejʃəntli,"['ɪ', 'm', 'p', 'e', 'j', 'ʃ', 'ə', 'n', 't', 'l', 'i']",True,False,False,True,True,False,True,4,0.36363636363636365,2,0.18181818181818182,4,0.36363636363636365
988,imperfections,0.7092803030303031,0.3333333333333333,7.5,0.625,5.25,13.0,392.0,5.971,0.0,0.0,9.83,10.0,ɪmpɹ̩fɛkʃənz,"['ɪ', 'm', 'p', 'ɹ̩', 'f', 'ɛ', 'k', 'ʃ', 'ə', 'n', 'z']",True,False,True,True,True,False,False,4,0.36363636363636365,3,0.2727272727272727,4,0.36363636363636365
989,importance,0.3676215277777778,0.0,6.9,0.7666666666666666,2.4,10.0,11694.0,9.367,0.0,1.0,6.8,8.0,ɪmpɔɹtəns,"['ɪ', 'm', 'p', 'ɔ', 'ɹ', 't', 'ə', 'n', 's']",True,True,False,False,True,False,False,3,0.3333333333333333,3,0.3333333333333333,2,0.2222222222222222
989,importance,0.3676215277777778,0.0,6.9,0.7666666666666666,2.4,10.0,11694.0,9.367,0.0,1.0,6.8,8.0,ɪmpɔɹtəns,"['ɪ', 'm', 'p', 'ɔ', 'ɹ', 't', 'ə', 'n', 's']",True,True,False,False,True,False,False,3,0.3333333333333333,3,0.3333333333333333,2,0.2222222222222222
990,important,0.498611111111111,0.6,6.2,0.6888888888888889,2.9,9.0,105978.0,11.571,0.0,1.0,5.79,8.0,ɪmpɔɹtənt,"['ɪ', 'm', 'p', 'ɔ', 'ɹ', 't', 'ə', 'n', 't']",True,True,False,False,True,False,False,3,0.3333333333333333,3,0.3333333333333333,2,0.2222222222222222
991,impossible,0.2229166666666666,0.7,8.0,0.888888888888889,1.3,10.0,27164.0,10.21,1.0,1.0,7.32,8.0,ɪmpɑsəbəl,"['ɪ', 'm', 'p', 'ɑ', 's', 'ə', 'b', 'ə', 'l']",True,False,False,False,True,False,False,3,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333
992,impostor,0.8717881944444444,0.0,4.6,0.575,4.1,8.0,139.0,4.934,0.0,1.0,10.37,7.0,ɪmpɔstɹ̩,"['ɪ', 'm', 'p', 'ɔ', 's', 't', 'ɹ̩']",True,True,False,False,True,False,False,3,0.42857142857142855,3,0.42857142857142855,2,0.2857142857142857
993,in,1.3427083333333332,0.1,0.6,0.3,2.6,2.0,8015301.0,15.897,13.0,21.0,3.685,2.0,ɪn,"['ɪ', 'n']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
994,include,1.2635416666666666,0.1,2.2,0.3666666666666667,3.9,7.0,144495.0,11.881,0.0,0.0,6.47,6.0,ɪnklud,"['ɪ', 'n', 'k', 'l', 'u', 'd']",False,True,False,False,False,False,False,1,0.16666666666666666,1,0.16666666666666666,0,0.0
995,increase,1.0586309523809525,0.1,3.1,0.5166666666666666,4.4,8.0,43670.0,10.684,0.0,0.0,7.42,6.0,ɪnkɹis,"['ɪ', 'n', 'k', 'ɹ', 'i', 's']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
996,indication,1.2330113636363635,0.0,4.3,0.43,7.6,10.0,6980.0,8.851,1.0,3.0,12,8.0,ɪndəkejʃən,"['ɪ', 'n', 'd', 'ə', 'k', 'e', 'j', 'ʃ', 'ə', 'n']",False,False,False,True,False,False,True,2,0.2,0,0.0,2,0.2
997,inducing,0.8727120535714287,0.1666666666666666,4.333333333333333,0.619047619047619,4.25,8.0,625.0,6.438,0.0,0.0,12.05,7.0,ɪndusɪŋ,"['ɪ', 'n', 'd', 'u', 's', 'ɪ', 'ŋ']",False,True,False,False,False,False,False,1,0.14285714285714285,1,0.14285714285714285,0,0.0
998,industrial,1.0254545454545456,0.0,5.6,0.56,5.9,10.0,19750.0,9.891,0.0,1.0,10.22,10.0,ɪndʌstɹiəl,"['ɪ', 'n', 'd', 'ʌ', 's', 't', 'ɹ', 'i', 'ə', 'l']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
999,infant,0.9025974025974026,0.0,3.636363636363636,0.6060606060606061,4.2727272727272725,6.0,9248.0,9.132,1.0,0.0,6.42,6.0,ɪnfənt,"['ɪ', 'n', 'f', 'ə', 'n', 't']",True,False,True,False,False,False,False,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666
1000,inferiority,0.9352272727272728,0.4,7.2,0.6545454545454545,5.3,11.0,866.0,6.764,0.0,0.0,12,11.0,ɪnfɪɹiɔɹɪti,"['ɪ', 'n', 'f', 'ɪ', 'ɹ', 'i', 'ɔ', 'ɹ', 'ɪ', 't', 'i']",True,True,True,False,False,False,False,2,0.18181818181818182,2,0.18181818181818182,1,0.09090909090909091
1001,infest,0.990922619047619,0.0,3.4,0.5666666666666667,3.7,6.0,132.0,4.883,4.0,4.0,9.58,6.0,ənfɛst,"['ə', 'n', 'f', 'ɛ', 's', 't']",True,False,True,False,False,False,False,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666
1002,influence,1.1896354166666667,0.1,3.4,0.425,6.1,9.0,19809.0,9.894,0.0,1.0,10.32,8.0,ɪnfluəns,"['ɪ', 'n', 'f', 'l', 'u', 'ə', 'n', 's']",True,True,True,False,False,False,False,2,0.25,2,0.25,1,0.125
1003,influential,0.753125,0.5,8.0,0.6666666666666667,4.6,11.0,1872.0,7.535,0.0,0.0,11.05,9.0,ɪnfluɛnt͡ʃəl,"['ɪ', 'n', 'f', 'l', 'u', 'ɛ', 'n', 't͡ʃ', 'ə', 'l']",True,True,True,True,False,False,False,3,0.3,2,0.2,2,0.2
1004,infomercial,1.0914772727272728,0.0909090909090909,6.2727272727272725,0.5702479338842975,6.363636363636363,,,,,,,,ɪnfowmɹ̩ʃəl,"['ɪ', 'n', 'f', 'o', 'w', 'm', 'ɹ̩', 'ʃ', 'ə', 'l']",True,True,True,True,True,True,True,5,0.5,4,0.4,4,0.4
1005,inform,0.8661458333333332,0.3,4.0,0.6666666666666666,3.1,6.0,8985.0,9.103,1.0,1.0,8.79,6.0,ɪnfɔɹm,"['ɪ', 'n', 'f', 'ɔ', 'ɹ', 'm']",True,True,True,False,True,False,False,3,0.5,3,0.5,2,0.3333333333333333
1006,inhale,1.7206439393939392,0.0,2.0,0.3333333333333333,5.090909090909091,6.0,857.0,6.753,0.0,1.0,7.26,5.0,ɪnhejl,"['ɪ', 'n', 'h', 'e', 'j', 'l']",False,False,False,False,False,False,True,1,0.16666666666666666,0,0.0,1,0.16666666666666666
1007,insect,1.4524305555555557,0.0,2.3,0.3833333333333333,4.8,6.0,2539.0,7.84,3.0,3.0,4.75,6.0,ɪnsɛkt,"['ɪ', 'n', 's', 'ɛ', 'k', 't']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1008,inside,0.8322172619047619,0.4,3.5,0.5833333333333334,3.0,6.0,63772.0,11.063,1.0,5.0,4.772,5.0,ɪnsajd,"['ɪ', 'n', 's', 'a', 'j', 'd']",False,False,False,False,False,False,True,1,0.16666666666666666,0,0.0,1,0.16666666666666666
1008,inside,0.8322172619047619,0.4,3.5,0.5833333333333334,3.0,6.0,63772.0,11.063,1.0,5.0,4.772,5.0,ɪnsajd,"['ɪ', 'n', 's', 'a', 'j', 'd']",False,False,False,False,False,False,True,1,0.16666666666666666,0,0.0,1,0.16666666666666666
1009,insist,1.0302083333333334,0.0,4.2,0.7,3.4,6.0,8280.0,9.022,0.0,2.0,8.33,6.0,ɪnsɪst,"['ɪ', 'n', 's', 'ɪ', 's', 't']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1010,instead,1.3235119047619048,0.1,3.0,0.5,4.0,7.0,106318.0,11.574,0.0,1.0,6.68,6.0,ɪnstɛd,"['ɪ', 'n', 's', 't', 'ɛ', 'd']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1011,instinctively,1.4082589285714286,0.1,5.0,0.4166666666666667,9.6,13.0,878.0,6.778,0.0,0.0,#,12.0,ɪnstɪŋktɪvli,"['ɪ', 'n', 's', 't', 'ɪ', 'ŋ', 'k', 't', 'ɪ', 'v', 'l', 'i']",True,False,True,False,False,False,False,1,0.08333333333333333,1,0.08333333333333333,1,0.08333333333333333
1012,intelligent,1.3113636363636365,0.0,6.181818181818182,0.5151515151515151,8.818181818181818,11.0,20769.0,9.941,0.0,1.0,8.28,10.0,ɪntɛləd͡ʒənt,"['ɪ', 'n', 't', 'ɛ', 'l', 'ə', 'd͡ʒ', 'ə', 'n', 't']",False,False,False,True,False,False,False,1,0.1,0,0.0,1,0.1
1013,intend,1.2287202380952382,0.0,2.5,0.4166666666666667,4.4,6.0,11108.0,9.315,1.0,4.0,8.94,6.0,ɪntɛnd,"['ɪ', 'n', 't', 'ɛ', 'n', 'd']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1014,interesting,1.025,0.2,5.2,0.5777777777777777,5.4,11.0,83904.0,11.337,0.0,0.0,6.95,10.0,ɪntɹəstɪŋ,"['ɪ', 'n', 't', 'ɹ', 'ə', 's', 't', 'ɪ', 'ŋ']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1015,interpretation,0.857298951048951,0.2727272727272727,10.181818181818182,0.7272727272727273,6.727272727272728,14.0,14329.0,9.57,0.0,0.0,10.17,11.0,ɪntɹ̩pɹɪtejʃən,"['ɪ', 'n', 't', 'ɹ̩', 'p', 'ɹ', 'ɪ', 't', 'e', 'j', 'ʃ', 'ə', 'n']",True,False,False,True,True,False,True,3,0.23076923076923078,1,0.07692307692307693,3,0.23076923076923078
1016,intervention,1.0756714876033058,0.1818181818181818,7.090909090909091,0.5454545454545454,7.909090909090909,12.0,6951.0,8.847,0.0,0.0,13.11,9.0,ɪntɹ̩vɛnt͡ʃən,"['ɪ', 'n', 't', 'ɹ̩', 'v', 'ɛ', 'n', 't͡ʃ', 'ə', 'n']",True,False,True,True,False,False,False,2,0.2,1,0.1,2,0.2
1017,inven,1.115625,0.0,1.6,0.32,3.7,,,,,,,,ɪnvən,"['ɪ', 'n', 'v', 'ə', 'n']",True,False,True,False,False,False,False,1,0.2,1,0.2,1,0.2
1018,invest,1.0303819444444444,0.0,3.083333333333333,0.513888888888889,4.5,6.0,7965.0,8.983,5.0,5.0,12.53,6.0,ɪnvɛst,"['ɪ', 'n', 'v', 'ɛ', 's', 't']",True,False,True,False,False,False,False,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666
1019,invisible,0.3126388888888889,0.6,7.8,0.8666666666666666,1.8,9.0,7180.0,8.879,1.0,0.0,7.06,8.0,ɪnvɪzəbəl,"['ɪ', 'n', 'v', 'ɪ', 'z', 'ə', 'b', 'ə', 'l']",True,False,True,False,True,False,False,2,0.2222222222222222,2,0.2222222222222222,2,0.2222222222222222
1020,invite,1.080654761904762,0.0,2.6,0.4333333333333333,4.0,6.0,6452.0,8.772,1.0,4.0,6.79,5.0,ɪnvajt,"['ɪ', 'n', 'v', 'a', 'j', 't']",True,False,True,False,False,False,True,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333
1021,iron,1.452986111111111,0.0666666666666666,2.3666666666666667,0.4733333333333334,3.6666666666666665,4.0,19187.0,9.862,3.0,1.0,7.32,3.0,ajɹ̩n,"['a', 'j', 'ɹ̩', 'n']",False,False,False,False,False,False,True,1,0.25,0,0.0,1,0.25
1022,island,1.32546768707483,0.0,2.1904761904761907,0.3650793650793651,4.809523809523809,6.0,44872.0,10.712,1.0,1.0,7.41,5.0,ajlənd,"['a', 'j', 'l', 'ə', 'n', 'd']",False,False,False,False,False,False,True,1,0.16666666666666666,0,0.0,1,0.16666666666666666
1023,italy,1.0613636363636365,0.0909090909090909,2.272727272727273,0.4545454545454545,3.909090909090909,,,,,,,,ɪtəli,"['ɪ', 't', 'ə', 'l', 'i']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1024,item,0.8908854166666668,0.3,3.2,0.64,3.5,4.0,35168.0,10.468,2.0,3.0,5.68,4.0,ajtəm,"['a', 'j', 't', 'ə', 'm']",True,False,False,False,True,False,True,2,0.4,1,0.2,2,0.4
1025,itinerary,1.5870138888888887,0.0,4.4,0.44,8.2,9.0,731.0,6.594,0.0,0.0,11.84,9.0,ajtɪnɹ̩ɛɹi,"['a', 'j', 't', 'ɪ', 'n', 'ɹ̩', 'ɛ', 'ɹ', 'i']",False,False,False,False,False,False,True,1,0.1111111111111111,0,0.0,1,0.1111111111111111
1026,jack,1.3231930272108845,0.1428571428571428,1.761904761904762,0.3523809523809524,4.285714285714286,,,,,,,,d͡ʒæk,"['d͡ʒ', 'æ', 'k']",False,False,False,True,False,False,False,1,0.3333333333333333,0,0.0,1,0.3333333333333333
1027,jacket,1.1176488095238095,0.15,3.3,0.4714285714285714,4.85,6.0,10208.0,9.231,2.0,2.0,3.95,5.0,d͡ʒækət,"['d͡ʒ', 'æ', 'k', 'ə', 't']",False,False,False,True,False,False,False,1,0.2,0,0.0,1,0.2
1028,jackfruit,1.1146825396825395,0.3,3.9,0.4333333333333333,5.4,,,,,,,,d͡ʒækfɹut,"['d͡ʒ', 'æ', 'k', 'f', 'ɹ', 'u', 't']",True,True,True,True,False,False,False,3,0.42857142857142855,2,0.2857142857142857,2,0.2857142857142857
1029,jag,1.080833333333333,0.0,1.5,0.3,3.6,3.0,2708.0,7.904,23.0,22.0,12.318,3.0,d͡ʒæɡ,"['d͡ʒ', 'æ', 'ɡ']",False,False,False,True,False,False,False,1,0.3333333333333333,0,0.0,1,0.3333333333333333
1030,jam,0.9184375,0.4,2.7,0.54,2.4,3.0,10904.0,9.297,19.0,26.0,6.56,3.0,d͡ʒæm,"['d͡ʒ', 'æ', 'm']",True,False,False,True,True,False,False,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666
1031,jammer,1.1298534798534798,0.0,2.8461538461538463,0.4065934065934066,4.307692307692308,,,,,,,,d͡ʒæmɹ̩,"['d͡ʒ', 'æ', 'm', 'ɹ̩']",True,False,False,True,True,False,False,2,0.5,1,0.25,2,0.5
1032,jar,0.9358723958333334,0.0,1.9375,0.3875,3.25,3.0,2937.0,7.985,18.0,27.0,5.44,3.0,d͡ʒɑɹ,"['d͡ʒ', 'ɑ', 'ɹ']",False,False,False,True,False,False,False,1,0.3333333333333333,0,0.0,1,0.3333333333333333
1033,jeans,1.1406641604010026,0.0,2.3684210526315788,0.3947368421052631,4.684210526315789,5.0,4240.0,8.352,5.0,23.0,5.26,4.0,d͡ʒinz,"['d͡ʒ', 'i', 'n', 'z']",False,False,False,True,False,False,False,1,0.25,0,0.0,1,0.25
1034,jeep,0.7177083333333333,0.0,1.6111111111111112,0.3222222222222222,3.6666666666666665,4.0,2639.0,7.878,7.0,19.0,6.32,3.0,d͡ʒip,"['d͡ʒ', 'i', 'p']",True,False,False,True,True,False,False,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666
1035,jellyfish,0.6602982590885816,0.4193548387096774,5.870967741935484,0.6523297491039426,4.0,9.0,413.0,6.023,0.0,0.0,6.61,7.0,d͡ʒɛlifɪʃ,"['d͡ʒ', 'ɛ', 'l', 'i', 'f', 'ɪ', 'ʃ']",True,False,True,True,False,False,False,3,0.42857142857142855,1,0.14285714285714285,3,0.42857142857142855
1035,jellyfish,0.6602982590885816,0.4193548387096774,5.870967741935484,0.6523297491039426,4.0,9.0,413.0,6.023,0.0,0.0,6.61,7.0,d͡ʒɛlifɪʃ,"['d͡ʒ', 'ɛ', 'l', 'i', 'f', 'ɪ', 'ʃ']",True,False,True,True,False,False,False,3,0.42857142857142855,1,0.14285714285714285,3,0.42857142857142855
1036,jetlag,1.5416666666666663,0.1,2.6,0.325,6.4,,,,,,,,d͡ʒɛtlæɡ,"['d͡ʒ', 'ɛ', 't', 'l', 'æ', 'ɡ']",False,False,False,True,False,False,False,1,0.16666666666666666,0,0.0,1,0.16666666666666666
1037,jewellery,1.4101190476190475,0.2,3.8,0.4222222222222222,5.9,9.0,291.0,5.673,1.0,0.0,#,7.0,d͡ʒuɛlɹ̩i,"['d͡ʒ', 'u', 'ɛ', 'l', 'ɹ̩', 'i']",False,True,False,True,False,False,False,2,0.3333333333333333,1,0.16666666666666666,1,0.16666666666666666
1038,job,0.8153124999999999,0.2,1.9,0.38,3.5,3.0,152135.0,11.933,20.0,28.0,5.39,3.0,d͡ʒɑb,"['d͡ʒ', 'ɑ', 'b']",True,False,False,True,True,False,False,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666
1039,joey,0.865,0.0,1.9,0.3166666666666666,4.7,,,,,,,,d͡ʒowi,"['d͡ʒ', 'o', 'w', 'i']",False,True,False,True,False,True,True,3,0.75,2,0.5,2,0.5
1040,join,1.7834375000000002,0.0,0.7,0.1166666666666667,5.6,4.0,43729.0,10.686,7.0,18.0,5.83,3.0,d͡ʒojn,"['d͡ʒ', 'o', 'j', 'n']",False,True,False,True,False,False,True,3,0.75,1,0.25,2,0.5
1041,joke,0.6846590909090909,0.4545454545454545,4.363636363636363,0.7272727272727273,1.9090909090909087,4.0,20262.0,9.917,10.0,20.0,5.2,3.0,d͡ʒowk,"['d͡ʒ', 'o', 'w', 'k']",False,True,False,True,False,True,True,3,0.75,2,0.5,2,0.5
1042,journalist,1.3467357295482296,0.0,4.761904761904762,0.4329004329004328,8.333333333333334,10.0,4043.0,8.305,1.0,0.0,10.11,7.0,d͡ʒɹ̩nələst,"['d͡ʒ', 'ɹ̩', 'n', 'ə', 'l', 'ə', 's', 't']",False,False,False,True,False,False,False,1,0.125,0,0.0,1,0.125
1042,journalist,1.3467357295482296,0.0,4.761904761904762,0.4329004329004328,8.333333333333334,10.0,4043.0,8.305,1.0,0.0,10.11,7.0,d͡ʒɹ̩nələst,"['d͡ʒ', 'ɹ̩', 'n', 'ə', 'l', 'ə', 's', 't']",False,False,False,True,False,False,False,1,0.125,0,0.0,1,0.125
1043,joy,1.2771875,0.2,2.1,0.42,3.6,3.0,11703.0,9.368,13.0,18.0,6.74,2.0,d͡ʒoj,"['d͡ʒ', 'o', 'j']",False,True,False,True,False,False,True,3,1.0,1,0.3333333333333333,2,0.6666666666666666
1044,judge,0.7925,0.25,4.65,0.6642857142857143,3.85,5.0,28177.0,10.246,4.0,4.0,8.85,3.0,d͡ʒʌd͡ʒ,"['d͡ʒ', 'ʌ', 'd͡ʒ']",False,False,False,True,False,False,False,1,0.3333333333333333,0,0.0,1,0.3333333333333333
1045,jug,1.4307093253968255,0.0333333333333333,0.9666666666666668,0.1933333333333333,4.866666666666666,3.0,837.0,6.73,13.0,16.0,5.83,3.0,d͡ʒʌɡ,"['d͡ʒ', 'ʌ', 'ɡ']",False,False,False,True,False,False,False,1,0.3333333333333333,0,0.0,1,0.3333333333333333
1045,jug,1.4307093253968255,0.0333333333333333,0.9666666666666668,0.1933333333333333,4.866666666666666,3.0,837.0,6.73,13.0,16.0,5.83,3.0,d͡ʒʌɡ,"['d͡ʒ', 'ʌ', 'ɡ']",False,False,False,True,False,False,False,1,0.3333333333333333,0,0.0,1,0.3333333333333333
1046,juggler,1.268262987012987,0.0,2.8181818181818183,0.3131313131313131,6.636363636363637,7.0,958.0,6.865,2.0,2.0,#,5.0,d͡ʒʌɡəlɹ̩,"['d͡ʒ', 'ʌ', 'ɡ', 'ə', 'l', 'ɹ̩']",False,False,False,True,False,False,False,1,0.16666666666666666,0,0.0,1,0.16666666666666666
1047,juice,1.1020833333333333,0.0,1.5,0.3,3.6,5.0,7653.0,8.943,1.0,16.0,4.4,3.0,d͡ʒus,"['d͡ʒ', 'u', 's']",False,True,False,True,False,False,False,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333
1048,jukebox,1.5081254724111868,0.0,2.333333333333333,0.2592592592592592,7.285714285714286,7.0,692.0,6.54,0.0,0.0,7.42,7.0,d͡ʒukbɑks,"['d͡ʒ', 'u', 'k', 'b', 'ɑ', 'k', 's']",True,True,False,True,True,False,False,3,0.42857142857142855,2,0.2857142857142857,2,0.2857142857142857
1049,jumble,0.9644097222222222,0.0,3.0,0.375,5.083333333333333,6.0,238.0,5.472,6.0,7.0,7.74,5.0,d͡ʒʌmbəl,"['d͡ʒ', 'ʌ', 'm', 'b', 'ə', 'l']",True,False,False,True,True,False,False,3,0.5,2,0.3333333333333333,3,0.5
1050,jump,0.5650000000000001,0.6,4.2,0.7,2.0,4.0,26855.0,10.198,7.0,9.0,2.84,4.0,d͡ʒʌmp,"['d͡ʒ', 'ʌ', 'm', 'p']",True,False,False,True,True,False,False,3,0.75,2,0.5,3,0.75
1051,junctures,1.3923184769775678,0.0,4.818181818181818,0.4015151515151515,9.090909090909092,9.0,24.0,3.178,1.0,1.0,#,7.0,d͡ʒʌŋkt͡ʃɹ̩z,"['d͡ʒ', 'ʌ', 'ŋ', 'k', 't͡ʃ', 'ɹ̩', 'z']",False,False,False,True,False,False,False,2,0.2857142857142857,0,0.0,2,0.2857142857142857
1052,just,1.07625,0.0,2.4,0.4,4.9,4.0,1020539.0,13.836,10.0,15.0,7.01,4.0,d͡ʒʌst,"['d͡ʒ', 'ʌ', 's', 't']",False,False,False,True,False,False,False,1,0.25,0,0.0,1,0.25
1053,kangaroo,0.9611979166666668,0.4,4.2,0.6,3.5,8.0,818.0,6.707,0.0,0.0,5.55,7.0,kæŋɡɹ̩u,"['k', 'æ', 'ŋ', 'ɡ', 'ɹ̩', 'u']",False,True,False,False,False,False,False,1,0.16666666666666666,1,0.16666666666666666,0,0.0
1054,kazakhstan,1.6441287878787878,0.0,3.0,0.3333333333333333,8.1,,,,,,,,kɑzɑkstɑn,"['k', 'ɑ', 'z', 'ɑ', 'k', 's', 't', 'ɑ', 'n']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1055,keep,1.5257291666666666,0.1,1.2,0.3999999999999999,3.1,4.0,183906.0,12.122,9.0,33.0,4.42,3.0,kip,"['k', 'i', 'p']",True,False,False,False,True,False,False,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333
1056,ketchup,1.2910714285714286,0.1904761904761904,3.0,0.4285714285714285,4.809523809523809,7.0,1081.0,6.986,0.0,1.0,4.3,5.0,kɛt͡ʃəp,"['k', 'ɛ', 't͡ʃ', 'ə', 'p']",True,False,False,True,True,False,False,2,0.4,1,0.2,2,0.4
1057,kettle,1.6118055555555555,0.0555555555555555,2.0,0.4,3.888888888888889,6.0,1499.0,7.313,4.0,17.0,8.06,4.0,kɛtəl,"['k', 'ɛ', 't', 'ə', 'l']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1058,key,1.7536805555555557,0.0,0.5333333333333333,0.2666666666666666,2.466666666666667,3.0,95993.0,11.472,11.0,54.0,3.58,2.0,ki,"['k', 'i']",False,False,False,False,False,False,False,0,0.0,0,0.0,0,0.0
1059,keyboard,1.207316468253968,0.15,2.1,0.35,4.65,8.0,35312.0,10.472,0.0,1.0,9.32,6.0,kibɔɹd,"['k', 'i', 'b', 'ɔ', 'ɹ', 'd']",True,True,False,False,True,False,False,2,0.3333333333333333,2,0.3333333333333333,1,0.16666666666666666
1060,keyhole,1.1363095238095238,0.2,3.3,0.55,3.5,7.0,250.0,5.521,0.0,0.0,7.86,5.0,kihowl,"['k', 'i', 'h', 'o', 'w', 'l']",False,True,False,True,False,True,True,2,0.3333333333333333,2,0.3333333333333333,1,0.16666666666666666
